id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude
ABGP0001297,Abandoned,PENN WEST AMISK,GP,Amisk,Cleo Energy Corp.,100.0% - Cleo Energy Corp.,,52.53765,-111.0637
ABGP0001298,Active,APACHE PROVOST,GP,Provost East,Karve Energy Inc.,100.0% - Karve Energy Inc.,1977-01-01,52.20311,-110.28167
ABGP0001299,Active,BAYTEX TWINING,GP,Twining North,Barnwell Of Canada; Limited,100.0% - Barnwell Of Canada  Limited,1977-01-01,51.79641,-113.45064
ABGP0001300,Abandoned,GULF SUNNYNOOK,GP,Sunnynook,Gulf Canada Limited,100.0% - Alphabow Energy Ltd.,,51.25071,-111.43229
ABGP0001301,Suspended,DANOIL JUDY CREEK,GP,Judy Creek,Razor Energy Corp.,100.0% - Razor Energy Corp.,,54.4596,-115.59236
ABGP0001303,Suspended,* SOLEX HARO,GP,Solex Haro,625894 Alberta Inc.,100.0% - Sanling Energy Ltd.,,58.23313,-118.78421
ABGP0001304,Suspended,* SOLEX HARO,GP,Solex Haro,625894 Alberta Inc.,100.0% - Obsidian Energy Ltd.,,58.07313,-118.76341
ABGP0001305,Suspended,GENESIS BAPTISTE,GP,Island Lake,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,1977-01-01,54.88401,-113.49181
ABGP0001306,Abandoned,BIG BEND 5-14-67-2W5,GP,Tieland,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.79791,-114.20206
ABGP0001307,Suspended,ALTAGAS FERRYBANK,GP,Ferrybank,Altagas Ltd.,100.0% - Altagas Ltd.,,52.8706,-113.81613
ABGP0001308,Suspended,GULF WILDUNN,GP,Richdale,Conocophillips Canada Resources Corp.,96.0% - Canadian Natural Resources Limited,,51.55253,-111.63117
ABGP0001309,Abandoned,DEVON TANGENT,GP,Tangent,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.95419,-117.71089
ABGP0001310,Abandoned,MARATHON CESSFORD,GP,Marathon Cessford,Husky Oil Operations Limited,100.0% - Canadian Natural Resources Limited,,51.20698,-111.9964
ABGP0001311,Suspended,CONNORSVILLE 9-32-25-15W4,GP,Connorsville,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1977-01-01,51.17783,-112.05466
ABGP0001312,Suspended,SAMSON RAINBOW,GP,Basset Lake,Sanling Energy Ltd.,100.0% - Sanling Energy Ltd.,1979-01-01,58.36709,-118.98728
ABGP0001313,Suspended,* PENNZOIL STURGEON LAKE,GP,Pennzoil Sturgeon Lake,Conocophillips Canada Resources Corp.,100.0% - Serinus Energy Inc.,,55.05213,-117.46839
ABGP0001314,Abandoned,CELSIUS HANNA,GP,Celsius Hanna,Enerplus Corporation,100.0% - Canadian Natural Resources Limited,,51.69442,-111.8566
ABGP0001315,Active,VERMILLION MIKWAN,GP,Mikwan,Vermilion Energy Inc.,65.7% - Vermilion Energy Inc.; 13.2% - Canetic Abc Acquisitionco Ltd.; 11.3% - Penn West Ptf Energy Ltd.; 5.1% - Regent Resources Ltd.,,52.18125,-113.07947
ABGP0001316,Active,TALISMAN GEORGE,GP,George,Spartan Delta Corp.,100.0% - Spartan Delta Corp.,1978-01-01,56.0961,-118.76076
ABGP0001317,Suspended,OPAL CLIVE,GP,Clive Refrigeration,Ember Resources Inc.,100.0% - Ember Resources Inc.,1988-01-01,52.45405,-113.33038
ABGP0001318,Suspended,* IMPERIAL PROVOST,GP,Provost,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,52.23219,-111.78748
ABGP0001319,Suspended,D ENERGY ABEE 1-32-61-22W4,GP,Abee,Canlin Resources Partnership,,1976-01-01,54.31408,-113.25368
ABGP0001320,Suspended,RANGER HUSSAR,GP,Crawling Valley,Torxen Energy Ltd.,78.0% - Torxen Energy Ltd.; 22.0% - Canadian Natural Resources Limited,,50.99965,-112.46135
ABGP0001321,Abandoned,* IMPERIAL PEMBINA (KNOBHILL),GP,Pembina,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,52.97625,-114.18614
ABGP0001322,Suspended,JOSEPHINE 9-1-83-10W6,GP,Josephine,Canadian Natural Resources Limited,62.0% - Canadian Natural Resources Limited; 38.4% - Spyglass Resources Corp.,1973-01-01,56.16918,-119.42774
ABGP0001323,Suspended,HUSKY STEELE 14-34,GP,Steele Lake,Husky Oil Operations Limited,100.0% - Sequoia Resources Corp.,,54.67324,-113.55065
ABGP0001324,Suspended,* TALISMAN SUNDANCE,GP,Sundance,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,53.69209,-116.9646
ABGP0001325,Suspended,* ARCHER INLAND,GP,Archer Inland,1333002 Alberta Ltd.,100.0% - 1333002 Alberta Ltd.,,53.42693,-112.08764
ABGP0001326,Active,SEMCAMS ULC WEST FOX CREEK 11-22,GP,Fox Creek West,Energy Transfer Canada Ulc,75.6% - Energy Transfer Canada Ulc; 13.9% - Taqa North Ltd.; 10.4% - Talisman Energy Inc.; 0.1% - Paramount Resources (Acl) Ltd.,1979-01-01,54.20495,-116.76697
ABGP0001327,Suspended,GLENCOE CHIGWELL,GP,Chigwell,Glencoe Resources Ltd.,100.0% - Glencoe Resources Ltd.,1986-01-01,52.54125,-113.52829
ABGP0001328,Suspended,CRESTAR NITON WEST,GP,Niton West,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.75388,-115.86891
ABGP0001329,Suspended,* PANCDN ENTICE,GP,Entice Phase 1,Ovintiv Canada Ulc,100.0% - Ember Resources Inc.,,51.38143,-113.2252
ABGP0001330,Abandoned,BAPTISTE LAKE 5-28-67-22W4,GP,Baptiste,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.8258,-113.30723
ABGP0001331,Suspended,ALTAGAS ACADIA,GP,Acadia Valley,Altagas Ltd.,100.0% - Altagas Ltd.,1979-01-01,51.21041,-110.16472
ABGP0001332,Suspended,GULF DOBSON,GP,Dobson,Conocophillips Canada Resources Corp.,100.0% - Canadian Natural Resources Limited,,51.49435,-111.20345
ABGP0001333,Suspended,PENN WEST JOFFRE,GP,Joffre,Desoto Resources Limited,100.0% - Desoto Resources Limited,,52.2576,-113.43644
ABGP0001334,Suspended,PENN WEST PROVOST,GP,Monitor,Karve Energy Inc.,100.0% - Karve Energy Inc.,1970-01-01,51.97043,-110.63299
ABGP0001335,Active,DEVON CLOVER 9-34 PLANT #1,GP,Devon Clover Plant 1,Paramount Resources Ltd.,22.2% - Outlier Resources Ltd.; 45.3% - Canadian Natural Resources Limited; 12.2% - Adeco Exploration Company Ltd.; 9.9% - Sinopec Daylight Energy Ltd.; 10.4% - Paramount Resources Ltd.,,54.23406,-116.60467
ABGP0001336,Suspended,TARRAGON GHOST PINE,GP,Ghost Pine,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.71635,-113.20281
ABGP0001337,Suspended,CRESTAR GOODWIN,GP,Crestar Goodwin,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,54.14679,-115.81082
ABGP0001338,Suspended,ENERMARK VALHALLA,GP,Valhalla,Enerplus Corporation,29.0% - Longshore Resources Ltd.,1983-01-01,55.49961,-119.50961
ABGP0001339,Active,GULF BERRY,GP,Berry,Fairwest Energy Corporation,100.0% - Fairwest Energy Corporation,1975-01-01,51.31961,-111.68377
ABGP0001340,Active,STELLARTON EDSON,GP,Edson,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,1981-01-01,53.65945,-116.65787
ABGP0001341,Abandoned,* AMOCO KAYBOB SOUTH,GP,Kaybob South,Bp Canada Energy Group Ulc,100.0% - Paramount Resources Ltd.,,54.32877,-117.07955
ABGP0001343,Active,GOODFARE 04-19-072-11W6 GAS PLANT,GP,Goodfare,Tidewater Midstream And Infrastructure Ltd.,76.1% - Cenovus Energy Inc.; 4.8% - Shield Energy Ltd.; 19.1% - Tidewater Midstream And Infrastructure Ltd.,1979-01-01,55.2451,-119.68898
ABGP0001344,Active,EMBER ENTICE 01-24-028-24W4,GP,Entice Phase 2,Ember Resources Inc.,100.0% - Ember Resources Inc.,,51.4033,-113.24283
ABGP0001345,Suspended,RICH 1-19-35-21W4,GP,Rich,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.01383,-112.98437
ABGP0001346,Suspended,ANTE CREEK 10-18-65-23W5,GP,Ante Creek,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.62699,-117.46434
ABGP0001347,Abandoned,* CHAUVCO PROVOST,GP,Chauvco Provost,Taqa North Ltd.,100.0% - Taqa North Ltd.,,52.35576,-110.90771
ABGP0001348,Suspended,CDN CONQUEST RICH,GP,Cdn Conquest Rich,Primewest Energy Inc.,100.0% - 2234873 Alberta Ltd.,,52.02442,-112.91315
ABGP0001350,Active,ELMWORTH  4-8-70-11W6,GP,Elmworth Shallow Cut,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1979-01-01,55.0415,-119.63099
ABGP0001351,Active,ELMWORTH 4-8-69-8W6,GP,Wapiti,Canadian Natural Resources Limited,25.5% - Conocophillips Canada Limited; 0.7% - Husky Oil Operations Limited; 2.2% - Nuvista Energy; 2.2% - Omers Energy Inc.; 0.2% - Superman Resources Inc.; 1.2% - Progress Exploration Ltd.; 0.9% - Distinction Energy Corp.; 0.5% - Chair Resources Inc.; 63.4% - Canadian Natural Resources Limited; 0.1% - Dorchester Energy Inc.; 3.1% - Reserve Royalty,1985-01-01,54.95425,-119.19223
ABGP0001352,Suspended,BIG BEND 2-7-67-26W4,GP,Big Bend,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.77845,-113.95555
ABGP0001353,Active,IMPERIAL FERRIER,GP,Everdell,Whitecap Resources Inc.,100.0% - Whitecap Resources Inc.,,52.28812,-114.9687
ABGP0001354,Suspended,MIRAGE 10-2-79-8W6,GP,Mirage,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.81983,-119.13263
ABGP0001355,Suspended,DEVON EAGLESHAM,GP,Eaglesham West,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.67053,-117.9033
ABGP0001356,Suspended,APACHE PROVOST,GP,Provost,Karve Energy Inc.,100.0% - Karve Energy Inc.,,52.45761,-111.23745
ABGP0001357,Suspended,KEYERA BIGORAY PLANT 10-07-051-09W5,GP,Bigoray,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,53.39017,-115.31296
ABGP0001358,Suspended,TARRAGON WINTERING HILLS,GP,Wintering Hills,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.03598,-112.21745
ABGP0001359,Suspended,CYN-PEM 9-16-51-11W5,GP,Cyn-Pem,Canadian Natural Resources Limited,100.0% - Vermilion Energy Inc.,,53.40482,-115.5525
ABGP0001360,Active,PETRO-CAN HANLAN,GP,Hanlan Robb,Canlin Resources Partnership,,1983-01-01,53.2051,-116.81395
ABGP0001361,Suspended,ENERMARK KAYBOB,GP,Kaybob,Enerplus Corporation,85.0% - Enerplus Corporation,1990-01-01,54.49611,-116.73896
ABGP0001362,Suspended,* PANCDN VERGER,GP,Pancdn Verger,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,50.89782,-112.11386
ABGP0001363,Suspended,DUHAMEL 3-32-45-21W5,GP,Duhamel,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.91796,-113.01851
ABGP0001364,Suspended,TALISMAN SHANE,GP,Shane,Hanna Oil & Gas Company - Canada Ulc,83.3% - Hanna Oil & Gas Company - Canada Ulc; 2.6% - Signalta Resources Limited; 14.1% - Manitok Energy Inc.,,55.7577,-118.29484
ABGP0001365,Suspended,SIGNALTA FORESTBURG,GP,Forestburg,Signalta Resources Limited,100.0% - Signalta Resources Limited,1984-01-01,52.62149,-112.20891
ABGP0001366,Suspended,* CRESTAR PROVOST,GP,Crestar Provost,Conocophillips Canada Energy Partnership,100.0% - Conocophillips Canada Energy Partnership,,51.82173,-111.08862
ABGP0001367,Suspended,* PANCDN MORLEY,GP,Pancdn Morley,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,51.19249,-114.86494
ABGP0001368,Active,ARGONAUTS THORSBY,GP,Thorsby,Petrus Resources Corp.,100.0% - Petrus Resources Corp.,1982-01-01,53.19787,-114.09619
ABGP0001369,Abandoned,JOARCAM 7-14-50-22W4,GP,Joarcam,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.31414,-113.10809
ABGP0001370,Active,KEYERA BRAZ NORTH PLT 16-35-48-12W5,GP,North Brazeau,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,53.19052,-115.63812
ABGP0001371,Suspended,* NORCEN GIROUX LAKE,GP,Norcen Giroux Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.69975,-117.21169
ABGP0001372,Suspended,* PETRO-CAN BRAZEAU RIVER,GP,Brazeau River,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,53.17965,-115.7536
ABGP0001373,Abandoned,ASCOT WATELET,GP,Ascot Watelet,Obsidian Energy Ltd.,,,53.05241,-113.69257
ABGP0001374,Suspended,AMOCO CAROLINE N,GP,Caroline North,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,,51.98623,-114.74246
ABGP0001375,Suspended,* AMOCO BRAZEAU RIVER,GP,Brazeau River,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,53.0198,-115.75364
ABGP0001376,Suspended,ALTAGAS ALDER FLATS,GP,Pembina,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,52.91075,-115.1712
ABGP0001377,Active,GULF MED RIVER,GP,Medicine River,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1979-01-01,52.3577,-114.32244
ABGP0001378,Suspended,* IMPERIAL PROVOST,GP,Provost,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,52.45393,-111.40536
ABGP0001379,Active,FERRIER 1-34-40-9W5,GP,Ferrier,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1980-01-01,52.48135,-115.20392
ABGP0001380,Active,CHINCHAGA 1-24-96-5W6,GP,Cranberry,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,57.339,-118.6543
ABGP0001381,Active,HIGHVALE GAS PLANT 10-04,GP,Highvale,New Star Energy Ltd.,100.0% - New Star Energy Ltd.,1980-01-01,53.376,-114.52716
ABGP0001382,Suspended,COMPTON BIGORAY GAS PLANT,GP,Compton Bigoray,Lexin Resources Ltd.,100.0% - Tallgrass Energy Corp.,,53.39022,-115.28229
ABGP0001383,Active,VALLHALA 1-29-75-9W6,GP,Valhalla,Canadian Natural Resources Limited,5.5% - Encana Corporation; 0.5% - Doag Energy Ltd.; 32.8% - Trilogy Resources Ltd.; 0.3% - Kelt Exploration Ltd.; 0.6% - Longshore Resources Ltd.; 37.2% - Canadian Natural Resources Limited; 9.6% - Whitecap Resources Inc.; 0.7% - Surge Energy Inc.; 12.8% - Husky Oil Operations Limited,,55.52145,-119.34814
ABGP0001384,Suspended,* CDN SUP KILLAM,GP,Cdn Sup Killam,Exxonmobil Resources Ltd.,100.0% - Exxonmobil Resources Ltd.,,52.7907,-111.77274
ABGP0001385,Suspended,VIRIDIAN CAMPBELL-NAMAO,GP,Viridian Campbell Namao,Agrium Inc.,100.0% - Agrium Inc.,,53.65601,-113.56257
ABGP0001386,Active,AMOCO WILLESDEN GREEN,GP,Crimson Lake,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1980-01-01,52.6523,-115.07786
ABGP0001387,Active,SEIU LAKE 14-12-26-19W4,GP,Sieu Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.21063,-112.53117
ABGP0001389,Suspended,* RANGER LEAHURST,GP,Ranger Leahurst,Canadian Natural Resources Limited,100.0% - Ember Resources Inc.,,52.35227,-112.68275
ABGP0001390,Abandoned,ESTHER 6-9-31-1W4,GP,Esther,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.63988,-110.0906
ABGP0001391,Abandoned,ATCO MIDSTREAM PEMBINA CRANBERRY,GP,Slave Point,Atco Energy Solutions Ltd.,100.0% - Atco Energy Solutions Ltd.,,57.33902,-118.45755
ABGP0001392,Active,CONOCO PECO,GP,Peco,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.20152,-116.21667
ABGP0001393,Suspended,* POCO REDWATER,GP,Poco Redwater,Conocophillips Canada Resources Corp.,100.0% - Conocophillips Canada Resources Corp.,,53.7508,-112.72465
ABGP0001394,Active,D ENERGY CARROT CREEK 10-16-53-13W5,GP,Carrot Creek,Vermilion Energy Inc.,100.0% - Vermilion Energy Inc.,,53.57939,-115.85348
ABGP0001396,Suspended,BORDER MIDSTREAM GLADYS,GP,Gladys,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,,50.69418,-113.66633
ABGP0001397,Active,CALLING LAKE S 1-20-70-22W4,GP,Calling Lake South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1978-01-01,55.06939,-113.31382
ABGP0001398,Suspended,ANADARKO BEAVERHILL LAKE,GP,Anadarko Beaverhill Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.48511,-112.62836
ABGP0001399,Abandoned,IMPERIAL WILSON CREEK,GP,Wilson Creek,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,,52.66337,-114.63473
ABGP0001400,Suspended,* CLEARPORT GUNN,GP,Clearport Gunn,Clearport Holdings Ltd,100.0% - Clearport Holdings Ltd,,53.74278,-114.41355
ABGP0001401,Active,OPAL REDWATER 1-25-57-23 GP,GP,Opal,Baytex Energy Ltd.,100.0% - Baytex Energy Ltd.,1981-01-01,53.95095,-113.27638
ABGP0001402,Active,KEYERA PEMBINA GAS PLANT 11-22,GP,North Pembina,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,1981-01-01,53.24511,-115.67457
ABGP0001403,Suspended,TONY CREEK NORTH 7-16-64-21W5,GP,Waskahigan,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.53626,-117.11086
ABGP0001404,Suspended,EAGLESHAM SOUTH 2-24-77-25W5,GP,Eaglesham South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.66695,-117.76159
ABGP0001405,Suspended,* TALISMAN SUNDANCE,GP,Old Man,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,53.64835,-117.03236
ABGP0001406,Abandoned,ALBERTA SELECTA CORP. SEDGEWICK,GP,Bellshill Lake,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,52.6288,-111.66922
ABGP0001407,Suspended,AAV JOFFRE 13-12-038-27W4 GP,GP,Joffre,Advantage Energy Ltd.,54.7% - Advantage Energy Ltd.; 40.8% - Obsidian Energy Ltd.; 0.8% - Bonavista Energy Lp; 0.8% - Signalta Resources Limited; 2.4% - Devon Canada Corporation,1981-01-01,52.2575,-113.73949
ABGP0001408,Suspended,DEVON LEO,GP,Leo,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.11196,-112.3055
ABGP0001409,Suspended,* PANCDN BASHAW,GP,Pancdn Bashaw,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,52.64708,-112.89842
ABGP0001410,Suspended,* ENRON BLACKFOOT,GP,Enron Blackfoot,Lynx Energy Ulc,100.0% - Lynx Energy Ulc,,50.8944,-113.03709
ABGP0001411,Suspended,PARAMOUNT SALESKI,GP,Saleski,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,1982-01-01,56.49893,-112.85353
ABGP0001412,Active,ENDIANG 6-28-34-15W4,GP,Spiers,Canadian Natural Resources Limited,86.5% - Canadian Natural Resources Limited,1981-01-01,51.94548,-112.07497
ABGP0001413,Active,SUCCESS BERRY GAS PLANT,GP,Berry,Success Resources Ltd.,100.0% - Success Resources Ltd.,1983-01-01,51.27252,-111.77171
ABGP0001414,Active,CAMPUS PARKLAND,GP,Parkland,Campus Energy Partners Operations Inc.,100.0% - Campus Energy Partners Operations Inc.,1983-01-01,50.2426,-113.60711
ABGP0001415,Abandoned,* CIMARRON MANYBERRIES,GP,Manyberries,Hunt Oil Company Of Canada; Inc.,100.0% - Cenovus Energy Inc.,,49.47044,-110.80455
ABGP0001416,Suspended,* ROAN MED HAT,GP,Roan Med Hat,7246366 Canada Ltd.,100.0% - Ovintiv Canada Ulc,,49.71864,-110.73571
ABGP0001417,Active,GALLOWAY 14-14-53-20W5,GP,Galloway,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.58303,-116.84201
ABGP0001418,Active,ANTE CREEK 10-4-66-23W5,GP,Dunvegan,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.68518,-117.41393
ABGP0001419,Active,KILLAM N 04-05-045-12W4 GAS PLANT,GP,Killam North,Axiom Oil And Gas Inc.,20.0% - Long Run Exploration Ltd.; 20.0% - Altagas Ltd.; 60.0% - Axiom Oil And Gas Inc.,1973-01-01,52.84523,-111.7181
ABGP0001420,Suspended,* STEALTH BIG COULEE,GP,Stealth Big Coulee,Encana Corporation,100.0% - Encana Corporation,,54.81483,-113.54907
ABGP0001421,Abandoned,BONAVISTA BLOOD,GP,Magrath,Tamarack Acquisition Corp.,100.0% - Tamarack Acquisition Corp.,,49.45587,-112.92824
ABGP0001422,Suspended,* CHEVRON HOUSE,GP,House,Chevron Canada Limited,100.0% - Canadian Natural Resources Limited,,56.08433,-112.51474
ABGP0001423,Active,STAR SWAN HILLS,GP,House Mountain,Acquisition Oil Corp.,100.0% - Acquisition Oil Corp.,,55.0051,-115.45999
ABGP0001424,Active,BOUNDARY LAKE CENTRAL 10-33 PLANT,GP,Hill,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,1982-01-01,56.41539,-119.67162
ABGP0001425,Active,PENGROWTH MKWAN 102/09-21-038-23W4,GP,Ardley,Alphabow Energy Ltd.,100.0% - Alphabow Energy Ltd.,,52.28312,-113.22236
ABGP0001426,Active,SHININGBANK BERRYMOOR PEMBINA,GP,Berrymoor,Arc Resources Ltd.,98.4% - Arc Resources Ltd.; 0.9% - Freehold Resources Ltd.; 0.2% - Obsidian Energy Ltd.,,53.27418,-114.72386
ABGP0001427,Suspended,KEYERA CHINCHAGA NORTH 05-32-98-7W6,GP,Chinchaga North,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,1983-01-01,57.54618,-119.10769
ABGP0001428,Abandoned,STAR BOUNDARY LAKE SOUTH,GP,Star Boundary Lake South,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,,56.26998,-119.80348
ABGP0001429,Active,TARRAGON SWALWELL,GP,Swalwell,Ember Resources Inc.,25.0% - Bumper Development Corporation Ltd.; 75.0% - Ember Resources Inc.,1980-01-01,51.53056,-113.27785
ABGP0001430,Suspended,* TARRAGON TWINING,GP,Twining,Husky Oil Operations Limited,100.0% - Tidewater Midstream And Infrastructure Ltd.,,52.80444,-112.19595
ABGP0001431,Suspended,C STAR SULLIVAN LAKE,GP,C Star Sullivan Lake,Arc Resources Ltd.,100.0% - Arc Resources Ltd.,,52.02839,-111.86504
ABGP0001432,Suspended,* CABRE STROM,GP,Cabre Strom,Enermark Inc.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,52.80444,-112.19595
ABGP0001433,Suspended,DONNELLY 6-1-77-21W5,GP,Girouxville Kenzie,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,2006-01-01,55.64146,-117.1216
ABGP0001434,Active,PANCDN HUSSAR,GP,Crowfoot,Lynx Energy Ulc,100.0% - Lynx Energy Ulc,1983-01-01,51.02146,-112.94975
ABGP0001435,Abandoned,* PENNZOIL ROXANA,GP,Pennzoil Roxana,625894 Alberta Inc.,100.0% - Obsidian Energy Ltd.,,55.79054,-116.8565
ABGP0001436,Abandoned,CONOCO JOARVIE,GP,Jarvie,Paramount Resources Ltd.,84.0% - Paramount Resources Ltd.; 14.0% - Canadian Natural Resources Limited; 1.0% - Husky Oil Operations Limited,1981-01-01,54.33961,-114.11131
ABGP0001437,Active,CASCADE CAROLINE,GP,Sundre,Taqa North Ltd.,100.0% - Taqa North Ltd.,1993-01-01,51.85515,-114.74864
ABGP0001438,Suspended,STANMORE 11-16-30-10W4,GP,Scotfield,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.57081,-111.35569
ABGP0001439,Suspended,THUNDER FENN BIG VALLEY,GP,Fenn-Big Valley,Ember Resources Inc.,100.0% - Ember Resources Inc.,1983-01-01,52.03199,-112.62715
ABGP0001440,Suspended,ENERMARK CHIGWELL,GP,Chigwell Magee,Ember Resources Inc.,100.0% - Ember Resources Inc.,1993-01-01,52.63215,-113.57056
ABGP0001441,Suspended,PANCDN ALDERSON,GP,Alderson West,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.31553,-111.96634
ABGP0001442,Suspended,BURLINGTON FORESTBURG S/D 88,GP,Forestburg,Conocophillips Canada Resources Corp.,100.0% - Conocophillips Canada Resources Corp.,,52.55237,-112.20905
ABGP0001443,Suspended,CONOCO WESTLOCK,GP,Clyde,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,1980-01-01,54.09185,-113.63487
ABGP0001444,Suspended,APACHE MONITOR,GP,Monitor,Karve Energy Inc.,100.0% - Karve Energy Inc.,2004-01-01,51.97743,-110.4901
ABGP0001445,Active,PENN WEST PEMBINA,GP,Sun Creek,Tamarack Acquisition Corp.,100.0% - Tamarack Acquisition Corp.,1980-01-01,52.89301,-114.86249
ABGP0001446,Suspended,HUSKY ERSKINE 9-31,GP,Husky Erskine,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,52.39945,-112.86307
ABGP0001447,Suspended,FOREST DEANNE,GP,Forest Deanne,Forest Oil Corporation,100.0% - Taqa North Ltd.,,52.30981,-115.44457
ABGP0001448,Suspended,* STRIKE CRYSTAL,GP,Strike Crystal,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,52.92912,-114.43976
ABGP0001449,Suspended,APF ENERGY JOARCAM,GP,Joarcam,Enerplus Corporation,100.0% - Enerplus Corporation,,53.13242,-112.82753
ABGP0001450,Suspended,ORION BAPTISTE,GP,Orion Baptiste,Arc Resources Ltd.,100.0% - Canadian Natural Resources Limited,,54.79666,-113.35813
ABGP0001451,Abandoned,CORKER LIEGE,GP,Mackay,Bonavista Energy Corporation,53.0% - Bonavista Energy Corporation; 47.0% - Avenir Oil & Gas Corp.,1982-01-01,56.73876,-113.29167
ABGP0001452,Suspended,HUSKY REDWATER 15-16,GP,Redwater,Tamarack Acquisition Corp.,100.0% - Tamarack Acquisition Corp.,,53.84529,-112.91079
ABGP0001453,Abandoned,PENN WEST COMPEER,GP,Penn West Compeer,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,51.8726,-110.16142
ABGP0001454,Suspended,00/14-36-053-26W4 ST ALBERT GP,GP,Big Lake,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,1960-01-01,53.62692,-113.70437
ABGP0001455,Reclamation Certified,* PAZ FENN-BIG VALLEY,GP,Paz Fenn Big Valley,Journey Energy Inc.,100.0% - Strathcona Resources Ltd.,,51.97051,-112.63304
ABGP0001456,Suspended,GILBY-10-34-040-04 W5M,GP,Gilby,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,,52.48859,-114.49053
