id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude
ABGP0001858,Active,WILDRIVER 10-20-56-23W5 GP,GP,Wild River,Repsol Oil & Gas Canada Inc.,84.0% - Repsol Oil & Gas Canada Inc.; 16.0% - Canadian Natural Resources Limited,1994-01-01,53.8556,-117.38009
ABGP0001859,Active,HILLSDOWN 13-4-37-25W4,GP,Hillsdown,Canadian Natural Resources Limited,98.0% - Canadian Natural Resources Limited; 2.0% - Apex Energy (Canada) Inc.,1981-01-01,52.15576,-113.5253
ABGP0001860,Suspended,ENCAL WORSLEY,GP,Encal Worsley,Taqa North Ltd.,100.0% - Taqa North Ltd.,,56.56099,-119.3545
ABGP0001861,Suspended,NEW CACHE DORIS,GP,Doris Plant1,Tidewater Midstream And Infrastructure Ltd.,54.0% - Tidewater Midstream And Infrastructure Ltd.,,54.54686,-114.79252
ABGP0001862,Suspended,PETRO-CAN BEZANSON,GP,Bezanson,Birchcliff Energy Ltd.,100.0% - Birchcliff Energy Ltd.,1994-01-01,55.14341,-118.43933
ABGP0001863,Suspended,VALHALLA 1-3-77-7W6,GP,Saddle Hills,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1996-01-01,55.63785,-118.98628
ABGP0001864,Active,PANCDN CAVALIER,GP,Cavalier,Lynx Energy Ulc,100.0% - Lynx Energy Ulc,1994-01-01,51.00682,-113.17071
ABGP0001865,Abandoned,ANDERSON WOKING,GP,Anderson Woking,Canadian Natural Resources Limited,100.0% - Devon Canada Corporation,,55.48864,-118.54674
ABGP0001866,Suspended,GODIN 15-19-81-1W5,GP,Godin Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.04153,-114.14176
ABGP0001867,Suspended,* SERENPET CRANBERRY,GP,Serenpet Cranberry,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,57.27006,-118.55263
ABGP0001868,Active,KAISER NEGUS,GP,Negus,Distinction Energy Corp.,100.0% - Distinction Energy Corp.,1995-01-01,54.16137,-117.66668
ABGP0001869,Reclamation Certified,KEYSPAN BLUEBERRY,GP,Keyspan Blueberry,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,56.15802,-119.07421
ABGP0001870,Suspended,PENN WEST ESTHER,GP,Penn West Esther,Campus Energy Partners Operations Inc.,100.0% - Campus Energy Partners Operations Inc.,,51.65089,-110.19089
ABGP0001871,Abandoned,PANCANADIAN WEMBLEY,GP,Pancanadian Wembley,Ovintiv Canada Ulc,100.0% - Canadian Natural Resources Limited,,55.2379,-119.11865
ABGP0001872,Suspended,NCE PETROFUND PROVOST,GP,Hansman Lake,Obsidian Energy Ltd.,100.0% - West Lake Energy Corp.,,52.43206,-110.43992
ABGP0001873,Suspended,APACHE PROVOST,GP,Provost,Karve Energy Inc.,100.0% - Battle River Energy Ltd.,,52.34123,-111.05735
ABGP0001874,Active,CHINCHAGA 11-33-96-8W6,GP,Hamburg 11-33,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1995-01-01,57.37531,-119.23652
ABGP0001875,Active,SAKWATAMAU 06-12 GAS PLANT,GP,Sakwatamau,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,1992-01-01,54.43421,-116.13399
ABGP0001876,Abandoned,SIGNALTA BIGORAY,GP,Bigoray,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,53.43418,-115.1653
ABGP0001877,Abandoned,INVASION BISON LAKE,GP,Bison Lake,Prairie Provident Resources Canada Ltd.,100.0% - Prairie Provident Resources Canada Ltd.,,57.21929,-116.39587
ABGP0001878,Suspended,APACHE ZAMA,GP,Zama,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,1976-01-01,59.06493,-118.87887
ABGP0001879,Suspended,MARATHON SEAL 7-20 PLANT,GP,Marathon Seal,Summerland Energy Inc.,100.0% - Summerland Energy Inc.,,56.12164,-115.99429
ABGP0001880,Active,CLEAR HILLS BNDYLKS 16-11-88-13W6,GP,Clear Hills,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.62271,-119.94652
ABGP0001881,Suspended,HUSKY WAYNE-ROSEDALE 11-27,GP,Wayne North,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,1995-01-01,51.4252,-112.73862
ABGP0001882,Suspended,* ENCAL GRANLEA,GP,Encal Granlea,Taqa North Ltd.,100.0% - Taqa North Ltd.,,49.67504,-111.32264
ABGP0001883,Suspended,CONOCO HOTCHKISS,GP,Conoco Hotchkiss,Conocophillips Canada Resources Corp.,100.0% - Direct Oil & Gas Inc.,,57.15374,-118.33272
ABGP0001884,Suspended,LIGHTSTREAM JUMPBUSH,GP,Jumpbush,Ridgeback Resources Inc.,70.0% - Ridgeback Resources Inc.; 30.0% - Siksika Energy Resources Corporation,1992-01-01,50.72338,-112.789
ABGP0001885,Active,GRANUM 13-31-11-26W4,GP,Granum,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1995-01-01,49.95911,-113.54702
ABGP0001886,Suspended,BONANZA 11-25 GAS PLANT,GP,Silver Valley,Repsol Oil & Gas Canada Inc.,41.0% - Canadian Natural Resources Limited,,56.05254,-119.58264
ABGP0001887,Suspended,STURGEON LK GAS PLANT,GP,Ante Creek,Altagas Ltd.,100.0% - Arc Resources Ltd.,,54.9106,-117.6972
ABGP0001888,Active,PANCDN WAYNE-ROSEDALE,GP,Wayne Rosedale,Persist Oil And Gas Inc.,100.0% - Persist Oil And Gas Inc.,1993-01-01,51.40332,-112.91469
ABGP0001889,Suspended,CRESTAR PROVOST,GP,Crestar Provost,Conocophillips Canada Energy Partnership,100.0% - Harvest Operations Corp.,,52.44308,-111.08148
ABGP0001890,Suspended,ENERGY PROCESSORS PEMBINA,GP,Kitto Lake,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,,53.34703,-114.74223
ABGP0001891,Suspended,ROZSA KEHO,GP,Keho,Houston Oil & Gas Ltd.,100.0% - Houston Oil & Gas Ltd.,1995-01-01,50.00242,-112.87387
ABGP0001892,Active,AEC SADDLE HILLS,GP,Sexsmith,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,1995-01-01,55.47783,-119.05714
ABGP0001893,Abandoned,SUMMIT MIRAGE,GP,Summit Mirage,Rising Star Resources Ltd.,100.0% - Rising Star Resources Ltd.,,55.85617,-119.06717
ABGP0001894,Suspended,NCE PETROFUND  PROVOST,GP,Monitor Creek West,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1996-01-01,51.79257,-110.81121
ABGP0001895,Active,FOURTH CREEK GAS PLANT,GP,Fourth Creek,Northriver Midstream Inc.,100.0% - Northriver Midstream Inc.,1991-01-01,56.09971,-119.2827
ABGP0001896,Abandoned,CHEVRON MEDICINE LODGE,GP,Chevron Medicine Lodge,Vermilion Energy Inc.,100.0% - Vermilion Energy Inc.,,53.47746,-117.02635
ABGP0001897,Active,GOODFISH 3-32-91-8W5,GP,Goodfish,Canadian Natural Resources Limited,30.0% - Baytex Energy Ltd.; 70.0% - Canadian Natural Resources Limited,1996-01-01,56.93206,-115.25311
ABGP0001898,Suspended,HUSKY GOODLOW 2-33,GP,Muskwa,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,56.23351,-113.88729
ABGP0001899,Abandoned,TARRAGON HECTOR,GP,Badger,Husky Oil Operations Limited,100.0% - Canadian Natural Resources Limited,,50.39933,-112.30984
ABGP0001901,Active,EMPRESS 6,GP,Empress Straddle Plant,Plains Midstream Canada Ulc,100.0% - Plains Midstream Canada Ulc,1962-01-01,50.6829,-110.03676
ABGP0001902,Active,EMPRESS GAS PLANT,GP,Empress Straddle Plant,Plains Midstream Canada Ulc,100.0% - Plains Midstream Canada Ulc,1971-01-01,50.67563,-110.02507
ABGP0001903,Active,COCHRANE EXTRACTION PLANT,GP,Cochrane Straddle Plant,Inter Pipeline Extraction Ltd.,100.0% - Inter Pipeline Ltd.,1970-01-01,51.22509,-114.49303
ABGP0001906,Active,AMOCO ELLERSLIE,GP,Edmonton Ethane Extraction,Altagas Ltd.,100.0% - Altagas Ltd.,1978-01-01,53.4559,-113.48868
ABGP0001907,Abandoned,ATCO MIDSTREAM EMPRESS (3),GP,Empress Gas Liquids Joint Venture Straddle Plant,Atco Energy Solutions Ltd.,,1983-01-01,50.67571,-110.05414
ABGP0001908,Suspended,ATCO FORT SASKATCHEWAN,GP,Fort Saskatchewan Straddle Plant,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1984-01-01,53.71782,-113.18306
ABGP0001909,Active,PANCDN EMPRESS,GP,Empress Straddle Plant,Pembina Gas Services Ltd.,100.0% - 2354890 Alberta Ltd.,1996-01-01,50.67204,-110.03106
ABGP0001910,Active,VEEP 08-05-054-26W4 GAS PLANT,GP,Villeneuve Straddle Plant,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1997-01-01,53.63444,-113.79054
ABGP0001935,Suspended,HUSKY WINDFALL,GP,Windfall,Husky Oil Operations Limited,100.0% - Energy Transfer Canada Ulc,1965-01-01,54.18694,-116.20467
ABGP0001936,Unknown,* SUNCOR (NOW 1991),GP,,Suncor Energy Inc.,100.0% - Suncor Energy Inc.,,56.9464,-111.29688
ABGP0001937,Unknown,* PROCOR LYNTON SULPHUR FORMING,GP,,Procor Lpg Storage Inc.,100.0% - Procor Lpg Storage Inc.,,49.00158,-110.00785
ABGP0001938,Unknown,* SULMAR REDWATER,GP,,Unknown Operator/Address - Used By Field Surveillance,100.0% - Unknown Operator/Address - Used By Field Surveillance,,49.00158,-110.00785
ABGP0001939,Unknown,* BURZA LYNTON,GP,,Unknown Operator/Address - Used By Field Surveillance,100.0% - Unknown Operator/Address - Used By Field Surveillance,,49.00158,-110.00785
ABGP0001940,Unknown,* SYNCRUDE,GP,,Syncrude Canada Ltd.,100.0% - Syncrude Canada Ltd.,,49.00158,-110.00785
ABGP0001941,Suspended,* CHEVRON FT SASK,GP,Chevron Ft Sask,Chevron Canada Limited,100.0% - Chevron Canada Limited,,53.74681,-113.15836
ABGP0001942,Suspended,GIBSON FORT SASK,GP,Gibson Fort Sask,Gibson Energy Ulc,100.0% - Gibson Energy Ulc,,53.7178,-113.12752
ABGP0001943,Suspended,MOBIL PROCOR GX,GP,Procor Gx,Exxonmobil Canada Energy,100.0% - Exxonmobil Canada Energy,,49.00158,-110.00785
ABGP0001944,Suspended,IMPERIAL EAST EDMONTON LPG,GP,East Edmonton Lpg,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,49.00158,-110.00785
ABGP0001945,Suspended,AMOCO PEMBINA,GP,Pembina,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,53.16142,-114.90048
ABGP0001946,Suspended,AMOCO CRANBERRY(KEMP RIVER),GP,Chinchaga,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1960-01-01,57.339,-118.6543
ABGP0001947,Suspended,* VOYAGER BRUCE,GP,Voyager Bruce,Conocophillips Canada Resources Corp.,100.0% - Conocophillips Canada Resources Corp.,,49.00158,-110.00785
ABGP0001950,Suspended,* GIBSON HARDISTY,GP,Gibson Hardisty,Gibson Energy Ulc,100.0% - Gibson Energy Ulc,,52.63257,-111.26761
ABGP0001951,Suspended,IMPERIAL DEVON 1&2,GP,1 and 2,Imperial Oil Resources Limited,100.0% - Conifer Energy Inc.,,54.57231,-115.52295
ABGP0001960,Active,KANATA VALHALLA 13-21 SOUR GAS PLANT,GP,Valhalla,Kanata Energy Group Ltd.,100.0% - Kanata Energy Group Ltd.,1985-01-01,55.60494,-119.3414
ABGP0001961,Suspended,CELSIUS WORSLEY,GP,Celsius Worsley,Enerplus Corporation,100.0% - Enerplus Corporation,,56.55736,-118.77585
ABGP0001962,Suspended,AEC SADDLE HILLS,GP,Saddle Hills,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,55.47783,-119.06383
ABGP0001963,Suspended,NEWPORT LATHOM,GP,Lathom,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,,50.75945,-112.49465
ABGP0001964,Suspended,PUSKWASKAU 3-26-74-1W6,GP,Puskwaskau,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,1995-01-01,55.43429,-118.04182
ABGP0001965,Active,PANCDN VERGER,GP,Verger A,Torxen Energy Ltd.,87.5% - Torxen Energy Ltd.; 12.5% - Harvard International Resources Ltd.,,50.89423,-112.17142
ABGP0001966,Active,MIKWAN 05-22-036-22W4 GAS PLANT,GP,Mikwan,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,1993-01-01,52.1048,-113.07322
ABGP0001967,Suspended,CDN 88 CROSSFIELD EAST,GP,Cdn 88 Crossfield East,Whitecap Resources Inc.,100.0% - Whitecap Resources Inc.,,51.61836,-114.07504
ABGP0001968,Suspended,CDN HUNTER PEDIGREE,GP,Cdn Hunter Pedigree,Conocophillips Canada Resources Corp.,100.0% - Canadian Natural Resources Limited,,57.74245,-119.99342
ABGP0001969,Active,ALDER FLATS 11-33 GAS PLANT,GP,Alder Flats,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,52.92583,-115.10422
ABGP0001970,Active,BURLINGTON SAND CREEK,GP,Sandcreek,Cenovus Energy Inc.,76.8% - Cenovus Energy Inc.; 6.8% - Bellatrix Exploration Ltd.; 16.4% - Taqa North,,52.90716,-115.32221
ABGP0001971,Suspended,NORTHROCK BARRHEAD,GP,Barrhead,Taqa North Ltd.,100.0% - Taqa North Ltd.,1995-01-01,54.12853,-114.65509
ABGP0001972,Abandoned,CONOCO AKUINU,GP,Akuinu River West,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,1997-01-01,54.65245,-114.52788
ABGP0001973,Suspended,DEVON MUSKWA (TEEPEE CK),GP,Teepee,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,1996-01-01,56.52824,-114.07162
ABGP0001974,Abandoned,PEDIGREE,GP,Fontas,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,1997-01-01,57.87709,-119.73392
ABGP0001975,Suspended,PARAMOUNT BISTCHO LAKE,GP,Bistcho Lake,Tallahassee Exploration Inc.,50.0% - Husky Oil Operations Limited; 50.0% - Tallahassee Exploration Inc.,1997-01-01,59.63916,-118.30596
ABGP0001976,Active,WINDFALL 01-15-062-15W5 GAS PLANT,GP,Sakwatamau,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,,54.35792,-116.15468
ABGP0001977,Suspended,ALTAGAS MOSQUITO CREEK,GP,Mosquito Creek,Campus Energy Partners Operations Inc.,100.0% - Campus Energy Partners Operations Inc.,1998-01-01,50.22822,-113.53824
ABGP0001978,Suspended,NCL ZAMA,GP,Ncl Zama,Novagas Canada Ltd.,100.0% - Paramount Resources Ltd.,,59.06493,-118.87887
ABGP0001979,Suspended,KEYWEST WAYNE-ROSEDALE 7-6,GP,Wayne Redland,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,1997-01-01,51.45061,-112.94397
ABGP0001980,Suspended,NEWPORT HAMELIN CREEK,GP,Hamelin Creek,Spoke Resources Ltd.,100.0% - Spoke Resources Ltd.,,55.94707,-118.88442
ABGP0001981,Suspended,NEW CACHE DORIS,GP,Doris Plant2,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,54.47425,-114.81144
ABGP0001982,Active,CORSE HUXLEY,GP,Huxley,Corse Energy Corp.,100.0% - Corse Energy Corp.,,51.94225,-113.24419
ABGP0001983,Suspended,CDN CONQUEST THUNDER LAKE WEST,GP,Thunder Lake West,Taqa North Ltd.,100.0% - West Lake Energy Corp.,,54.22304,-114.73623
ABGP0001984,Suspended,MCLEOD 6-25-56-14W5,GP,Mahaska,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.86666,-115.94936
ABGP0001985,Suspended,INTEGRA MANASKA 4-18,GP,Mahaska,Cenovus Energy Inc.,73.0% - Cenovus Energy Inc.; 27.0% - Daylight Energy Ltd.,1995-01-01,53.92123,-115.78208
ABGP0001986,Abandoned,CELSIUS WORSLEY,GP,Celsius Worsley,Enerplus Corporation,100.0% - Enerplus Corporation,,56.57201,-118.50932
ABGP0001987,Active,PEMBINA 13-35-47-10W5,GP,Lodgepole,Cenovus Energy Inc.,7.5% - Devon Energy Canada Corporation; 7.5% - Lightstream Resources Ltd.; 14.1% - Sword Energy Limited; 32.5% - Taqa North Ltd.; 38.5% - Cenovus Energy Inc.,1996-01-01,53.10328,-115.36363
ABGP0001988,Suspended,TARRAGON CONNORSVILLE,GP,Connorsville,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.20698,-111.9964
ABGP0001989,Abandoned,CHINCHAGA 1-5-96-7W6,GP,Chinchaga,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,57.29556,-119.08771
ABGP0001990,Active,NORMANDVILLE N 3-36-79-23W5,GP,Normandville North,Canadian Natural Resources Limited,90.0% - Canadian Natural Resources Limited; 10.0% - Obsidian Energy Ltd.,,55.8852,-117.46268
ABGP0001991,Unknown,SUNCOR (GCOS),GP,,Suncor Energy Inc.,100.0% - Suncor Energy Inc.,,56.9464,-111.29688
ABGP0001992,Unknown,SYNCRUDE,GP,,Syncrude Canada Ltd.,100.0% - Syncrude Canada Ltd.,,57.03362,-111.45788
ABGP0001993,Suspended,* SHELL WARBURG,GP,Shell Warburg,Shell Canada Limited,100.0% - Shell Canada Limited,,53.16513,-114.32179
ABGP0001994,Suspended,VIKING-KINSELLA 1-30-47-9W4,GP,Scovil Lake,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,53.0761,-111.30021
ABGP0001995,Active,DEVON MONTAG,GP,Montag,Xgen Ventures Inc.,100.0% - Xgen Ventures Inc.,,56.39466,-118.88716
ABGP0001996,Suspended,COMPTON MONTAG,GP,Clayhurst,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,,56.38365,-118.90051
ABGP0001997,Active,CECIL NORTH 16-4-85-8W6,GP,Cecil North,Canadian Natural Resources Limited,36.5% - Canadian Natural Resources Limited; 12.7% - Cequence Energy Ltd.; 20.9% - Harvest Operations Corp.; 16.4% - Taqa North Ltd.; 1.9% - Sword Energy Inc.; 2.3% - Ish Energy Ltd.; 9.7% - Terra Energy Corp.,1998-01-01,56.34736,-119.19071
ABGP0001998,Suspended,RAINBOW (SOUSA),GP,Sousa,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,,58.68335,-118.67292
ABGP0001999,Unknown,* INTERNAL USE ONLY,GP,,Unknown Operator/Address - Used By Field Surveillance,100.0% - Unknown Operator/Address - Used By Field Surveillance,1999-01-01,49.00158,-110.00785
ABGP0075252,Suspended,MARKWEST BANTRY 12-21-18-13 W4 PLANT,GP,Bantry,Cardinal Energy Ltd.,100.0% - Cardinal Energy Ltd.,1999-01-01,50.53739,-111.74281
ABGP0075650,Active,JOFFRE ETHANE EXTRACTION PLANT,GP,Straddle,Altagas Ltd.,100.0% - Altagas Ltd.,2003-01-01,52.2904,-113.54333
ABGP0075866,Suspended,NRK BREWSTER 03-17-043-14W5,GP,Brewster,Taqa North Ltd.,100.0% - Taqa North Ltd.,2004-01-01,52.69988,-115.9991
ABGP0075995,Active,PROBE LEDUC GAS PROCESSING FACILITY,GP,NEP Refrig Plant,Nep Canada Ulc,100.0% - Nep Canada Ulc,1998-01-01,53.33226,-113.7172
ABGP0076045,New,LES AND HERMAN FREADRICH,GP,Les And Herman Freadrich,Freadrich; Les And Herman,100.0% - Freadrich  Les And Herman,,52.59243,-111.99933
ABGP0076120,Active,PENGROWTH FLOWING ENERGY MONITOR GP,GP,Flowing Energy Monitor,Rolling Hills Energy Ltd.,100.0% - Rolling Hills Energy Ltd.,,51.9993,-110.38896
ABGP0076575,Suspended,IRMA 12-01-46-9W4,GP,Irma,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,52.93978,-111.18597
ABGP0076666,Suspended,WILDUNN CREEK 7-27-029-14W4,GP,Taplow,Conocophillips Canada Resources Corp.,100.0% - Canadian Natural Resources Limited,,51.50899,-111.88914
ABGP0077070,Active,RYCROFT 15-11-76-6W6 GAS PLANT,GP,Rycroft,Spartan Delta Corp.,50.0% - Birchcliff Energy Ltd.; 50.0% - Spartan Delta Corp.,2003-01-01,55.57589,-118.81172
ABGP0077266,Suspended,ALDERSON 13-21-015-11W4 GAS PLANT,GP,Alderson East,Torxen Energy Ltd.,100.0% - Ovintiv Canada Ulc,1970-01-01,50.27893,-111.46795
ABGP0077288,Suspended,VERNON LAKE 7-9-47-10W4,GP,Vernon Lake,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,53.03597,-111.40373
ABGP0077308,Active,DRYDEN CREEK GAS PLANT,GP,Dryden Creek,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,2001-01-01,57.8771,-118.41444
ABGP0077324,Active,BAYTEX WIMBORNE 5-10 GAS PLANT,GP,Wimborne,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,51.81448,-113.61594
ABGP0077819,Suspended,CHINCHAGA 10-20-96-7 GP,GP,Chinchaga,Kelt Exploration Ltd.,100.0% - Kelt Exploration Ltd.,2003-01-01,57.34624,-119.0944
ABGP0078091,Suspended,SADDLEHILLS 10-11-75-7 W6,GP,Saddle Hills,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1984-01-01,55.48507,-118.9671
ABGP0078222,Suspended,BERLAND RIVER W 16-15-59-24W5,GP,Berland River,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.1068,-117.5044
ABGP0079061,Active,SMOKY 7-36-58-3W6,GP,Smoky,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,2001-01-01,54.05581,-118.30677
ABGP0079080,Suspended,ALTAGAS  DEL BONITA GAS PLANT,GP,Del Bonita,Gryphon Petroleum Corp.,100.0% - Gryphon Petroleum Corp.,,49.08875,-112.57927
ABGP0079260,Active,RED LAND SOUTH 6-4-27-21W4 GAS PLANT,GP,Redland South,Lynx Energy Ulc,100.0% - Lynx Energy Ulc,1994-01-01,51.27609,-112.9028
ABGP0079548,Abandoned,EVERGREEN SOUR GAS PLANT,GP,Evergreen Sour Gas,Aqt Water Management Inc.,100.0% - Aqt Water Management Inc.,,58.54937,-117.41545
ABGP0080025,Suspended,LITTLE CHICAGO GAS PLANT,GP,Little Chicago,Crescent Point Energy Corp.,100.0% - Crescent Point Energy Corp.,2004-01-01,50.55555,-114.23395
ABGP0080187,Active,PEYTO KAKWA 02-11-60-04 W6 SWEET GAS,GP,Kakwa,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,2005-01-01,54.16866,-118.48437
ABGP0080688,Active,WILD RIVER 14-20 GP,GP,Wild River,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2004-01-01,53.85921,-117.38619
ABGP0080799,Suspended,BASSET LAKE 16-35 GAS PLANT,GP,Basset Lake,Spartan Delta Corp.,50.0% - Boulder Energy Ltd.; 50.0% - Spartan Delta Corp.,,58.33803,-118.53412
ABGP0080972,Active,ANTE CREEK GAS PLANT 10-36-065-25W5M,GP,Ante Creek South,Arc Resources Ltd.,100.0% - Arc Resources Ltd.,2004-01-01,54.67052,-117.64081
ABGP0081174,Active,ATCO CARBON SOUTH,GP,Carbon South,Atco Energy Solutions Ltd.,100.0% - Atco Energy Solutions Ltd.,,51.47964,-113.05534
ABGP0081379,Suspended,MAZEPPA SWEET GAS GATHERING,GP,Mazeppa Sweet Gas Gathering,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,1986-01-01,50.64675,-113.77029
ABGP0081382,Suspended,MAZEPPA SWEET GAS PLANT,GP,Mazeppa Sweet,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,1986-01-01,50.64675,-113.77029
ABGP0081833,Active,WORSLEY 16-36 GAS PLANT,GP,Worsley,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,2004-01-01,56.50626,-119.42786
ABGP0081848,Suspended,ENCANA ROSEBUD 2-1-27-21W4 GAS PLANT,GP,Rosebud,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,1972-01-01,51.27248,-112.82641
ABGP0081971,Active,BSO SF LK GP 2-4-19-16W4M,GP,Countess,Blackspur Oil Corp.,100.0% - Blackspur Oil Corp.,2004-01-01,50.57399,-112.15999
ABGP0082137,Suspended,FLOWING WILD 9-36 GP,GP,Flowing Wild,Gear Energy Ltd.,100.0% - Gear Energy Ltd.,,53.27241,-110.59364
ABGP0082273,Suspended,CYRIES BILBO 02/16-28-64-6W6,GP,Bilbo,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,,54.57258,-118.83418
ABGP0082296,Suspended,PRINCESS 13-05 CHOKE PLANT,GP,Princess Choke Plant,Taqa North Ltd.,100.0% - Taqa North Ltd.,,50.75945,-111.64037
ABGP0082304,Active,6-17-25-20W4 WINTERING HILLS WEST,GP,Wintering Hills West,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,2000-01-01,51.13074,-112.76367
ABGP0082962,Suspended,ALBERS 8-23-41-7W4 GAS PLANT,GP,Albers,Ovintiv Canada Ulc,100.0% - Sanling Energy Ltd.,,52.54129,-110.89575
ABGP0083567,Active,HIGHPINE JOFFRE GAS PLANT 6-17,GP,Vesta Joffre,Vesta Energy Ltd.,100.0% - Vesta Energy Ltd.,2004-01-01,52.43954,-113.85854
ABGP0083667,Suspended,CORBET GAS PLANT 15-10-62-6 W5,GP,Corbet,N7 Energy Ltd.,100.0% - N7 Energy Ltd.,,54.35381,-114.81112
ABGP0083746,Abandoned,GENTRY PRINCESS 1-20 GAS PLANT,GP,Gentry Princess,Cor4 Oil Corp.,25.0% - Advantage Energy Ltd.; 8.3% - Enterra Energy Corp.; 66.7% - Cor4 Oil Corp.,,50.61758,-111.4843
ABGP0083873,Abandoned,BANTRY 05-15-017-12W4 GAS PLANT,GP,Bantry,Cardinal Energy Ltd.,100.0% - Cardinal Energy Ltd.,,50.43208,-111.58244
ABGP0084058,Active,TONY CREEK GAS PLANT 10-24-62-22W5,GP,Firenze,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,2005-01-01,54.37945,-117.16071
ABGP0084179,Active,PEYTO CUTBANK 04-06-063-09 W6 GP,GP,Cutbank,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,2005-01-01,54.41616,-119.35651
