id,licensed_capacity_of_raw_gas_mcf/d,licensed_capacity_of_sales_gas_mcf/d,licensed_capacity_of_ethane_c2_bbl/d,licensed_capacity_of_ethane_plus_c2+_bbl/d,licensed_capacity_of_propane_c3_bbl/d,licensed_capacity_of_butane_c4_bbl/d,licensed_capacity_of_pentane_plus_c5+_bbl/d,licensed_capacity_of_ngl_bbl/d,licensed_capacity_of_lpg_bbl/d,licensed_capacity_of_sulphur_ton/d,design_capacity_of_raw_gas_mcf/d,design_capacity_of_sales_gas_mcf/d,design_capacity_of_oil_bbl/d,design_capacity_of_ethane_c2_bbl/d,design_capacity_of_propane_c3_bbl/d,design_capacity_of_butane_c4_bbl/d,design_capacity_of_pentane_plus_c5+_bbl/d,design_capacity_of_ngl_bbl/d,design_capacity_of_sulphur_ton/d
ABGP0001698,14973.42,14302.44,0.0,0.0,0.0,0.0,44.05,,629.29,0.0,15008.73,14125.86,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001699,21047.54,,,,,,,,,,,,,,,,,,
ABGP0001700,3.53,3.53,0.0,0.0,17053.68,0.0,3165.31,,0.0,,0.0,882.87,0.0,0.0,0.0,0.0,3335.22,10572.02,0.0
ABGP0001701,0.35,0.35,29513.56,96658.48,36070.73,23912.91,139387.07,,,,0.0,0.0,0.0,29513.56,36070.73,23912.91,139387.07,98357.56,1.05
ABGP0001702,42624.8,,,,,,,,,,0.0,0.0,0.0,0.0,1321.5,1321.5,1762.0,0.0,0.0
ABGP0001703,0.35,0.35,0.0,0.0,32999.81,17299.1,19193.25,,50695.36,,0.0,0.0,0.0,,31464.35,25171.48,15102.89,90617.33,0.0
ABGP0001704,11653.84,,,,,,,,,,,,,,,,,,
ABGP0001705,47745.42,46438.78,0.0,0.0,0.0,0.0,764.58,,915.61,,,,,,,,,,
ABGP0001706,,,,,,,,,,,,,,,,,,,
ABGP0001707,0.35,0.35,38399.09,,48883.01,23170.35,15008.49,,,,0.0,0.0,,48329.24,45749.16,21395.76,14347.74,88314.14,0.0
ABGP0001713,70398.72,66658.54,0.0,0.0,0.0,0.0,45.94,,0.0,,123601.32,123601.32,0.0,0.0,0.0,0.0,188.79,0.0,0.0
ABGP0001714,19917.47,19271.21,,,,,426.03,,183.12,,19776.21,19246.49,0.0,0.0,0.0,0.0,0.0,220.25,0.0
ABGP0001715,25207.61,25175.82,0.0,0.0,0.0,0.0,0.0,,0.0,,15891.6,15891.6,0.0,0.0,0.0,0.0,0.0,629.29,0.0
ABGP0001716,19599.64,19317.12,0.0,0.0,0.0,0.0,0.0,,10.07,0.0,8475.52,8475.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001717,12006.99,11971.67,0.0,0.0,0.63,1.26,28.32,,0.0,,2825.17,2825.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001718,110005.17,108062.87,,,,,2233.97,,,,81510.83,79638.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001719,4001.15,3965.84,0.0,0.0,0.0,0.0,0.0,,28.95,0.0,2118.88,2118.88,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001720,1412.59,1271.33,0.0,101.32,0.0,0.0,0.0,,0.0,0.0,1412.59,1412.59,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001727,22036.35,22022.22,0.0,0.0,0.0,0.0,0.0,,35.87,,17657.33,17657.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001728,12006.99,,,,,,,,,,,,,,,,,,
ABGP0001729,6391.95,,,,,,,,,,,,,,,,,,
ABGP0001730,11971.67,,,,,,,,,,4944.05,4944.05,0.0,0.0,0.0,0.0,0.0,6.29,0.0
ABGP0001731,6003.49,5615.03,0.0,0.0,0.0,0.0,5.03,,278.77,0.0,,,,,,,,,
ABGP0001732,32136.34,,,,,,,,,,9181.81,8581.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001733,176.57,,,,,,,,,,,,,,,,,,
ABGP0001734,6356.64,,,,,,,,,,9181.81,8581.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001735,19995.16,19998.69,,,,,,,402.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001736,10001.11,9665.62,0.0,0.0,0.0,0.0,264.93,,0.0,0.0,,,,,,,,,
ABGP0001737,14832.16,,,,,,,,,,15891.6,15891.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001738,44920.25,43260.46,,,,,283.18,,0.0,,44920.25,43260.46,0.0,0.0,0.0,0.0,225.28,0.0,37.92
ABGP0001739,32666.06,32443.58,0.0,0.0,0.0,0.0,94.39,,0.0,,26486.0,26486.0,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001740,296099.32,253234.38,0.0,14473.6,0.0,0.0,3837.39,,5836.64,,248968.37,248968.37,0.0,10068.59,2202.5,0.0,1762.0,1887.86,0.0
ABGP0001741,3531.47,14775.65,,,,,,,236.61,,2825.17,2825.17,125.86,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001742,9001.71,8577.93,0.0,0.0,0.0,0.0,0.0,,275.63,,9001.71,0.0,62.93,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001743,2012.94,,,,,,,,,,,,,,,,,,
ABGP0001744,9994.05,,,,,,,,,,7239.51,6956.99,0.0,0.0,0.0,0.0,0.0,6.29,0.0
ABGP0001745,5000.56,5897.55,,,,,,,83.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001746,60317.44,56955.49,0.0,0.0,0.0,0.0,145.99,,398.97,,43790.18,38846.13,,,,,151.03,534.89,
ABGP0001747,15891.6,14885.13,,,,,84.95,,,,9888.11,9358.39,,,,,,31.46,
ABGP0001748,20129.36,9849.26,0.0,,0.0,0.0,0.0,,203.89,0.0,14832.16,14832.16,0.0,0.0,0.0,0.0,188.79,0.0,0.0
ABGP0001749,88.29,,,,,,,,,,0.0,0.0,1573.22,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001750,258609.27,224883.77,19268.77,0.0,12396.95,7142.41,7048.01,,0.0,,,,,,,,,,
ABGP0001751,19776.21,,,,,,,,,,19776.21,19776.21,0.0,0.0,0.0,0.0,0.0,943.93,0.0
ABGP0001752,5297.2,4979.37,0.0,0.0,0.0,0.0,18.88,,0.0,,8546.15,8122.37,,,,,,188.79,
ABGP0001753,5579.72,,,,,,,,,,4237.76,4237.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001754,9994.05,,,,,,,,,,,,,,,,,,
ABGP0001755,10594.4,,,,,,,,,,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001756,336937.19,312146.3,0.0,0.0,0.0,0.0,1903.59,,6083.95,463.85,,,,,,,,,
ABGP0001757,19917.47,19271.21,,,,,426.03,,183.12,,,,,,,,,,
ABGP0001758,13419.57,12112.93,0.0,0.0,0.0,0.0,0.0,,188.79,,10594.4,10594.4,6292.87,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001759,24720.26,23639.64,0.0,0.0,0.0,0.0,440.5,,723.68,,19423.06,18363.62,0.0,0.0,0.0,0.0,0.0,818.07,0.0
ABGP0001760,8969.92,,,,,,,,,,,,,,,,,,
ABGP0001761,17939.85,,,,,,,,,,0.0,29254.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001764,49440.53,,,,,,,,,,,,,,,,,,
ABGP0001765,40011.51,38634.24,0.0,0.0,0.0,0.0,208.29,,67.96,,14125.86,12360.13,1258.57,0.0,0.0,0.0,0.0,251.71,0.0
ABGP0001766,129993.27,120317.06,0.0,0.0,0.0,0.0,1988.55,,3328.93,,105943.99,91818.12,0.0,0.0,0.0,0.0,2517.15,2517.15,0.0
ABGP0001767,19998.69,19175.86,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10594.4,8828.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001768,23025.16,22446.0,,,,,,,410.3,,17657.33,14832.16,,,,,,,
ABGP0001769,5650.35,,,,,,,,,,3531.47,3354.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001770,11124.12,11018.17,0.0,0.0,0.0,0.0,0.0,,55.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001771,5297.2,,,,,,,,,,,,,,,,,,
ABGP0001772,,,,,,,,,,,,,,,,,,,
ABGP0001773,2401.4,1801.05,,,218.36,,,,227.8,,2399.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001774,18893.34,17904.53,0.0,0.0,0.0,0.0,0.0,,3121.26,,2807.52,2409.52,3398.15,,,,,157.32,
ABGP0001775,23999.84,22749.71,0.0,0.0,0.0,0.0,0.0,,530.49,,23978.66,22071.66,943.93,188786.1,0.0,0.0,0.0,0.0,0.0
ABGP0001776,4414.33,4202.44,0.0,0.0,0.0,0.0,0.0,,62.93,,953.5,953.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001777,19988.1,19335.48,0.0,0.0,0.0,0.0,918.76,,0.0,,19988.1,19334.78,0.0,0.0,0.0,0.0,0.0,937.64,0.0
ABGP0001778,11929.29,11879.85,0.0,0.0,0.0,0.0,45.94,,0.0,,6992.3,6462.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001779,30017.46,29664.32,0.0,0.0,0.0,0.0,62.93,,0.0,,27898.58,27368.86,0.0,0.0,0.0,0.0,12.59,0.0,0.0
ABGP0001780,81576.87,80164.28,,,,,,,2963.94,,24720.26,24720.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001781,9888.11,,,,,,,,,,,,,,,,,,
ABGP0001782,21965.72,21941.0,0.0,0.0,0.0,0.0,23.91,,88.1,,14125.86,14125.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001783,7300.25,7977.58,0.0,0.0,0.0,0.0,3.78,,0.0,0.0,,,,,,,,,
ABGP0001784,9958.73,9534.96,,,,,,,,,7000.07,7000.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001785,47992.63,47992.63,0.0,0.0,0.0,0.0,0.0,,0.0,,38846.13,21188.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001786,30017.46,29134.6,0.0,0.0,0.0,0.0,0.0,,755.14,,30017.46,30017.46,0.0,0.0,0.0,0.0,0.0,503.43,0.0
ABGP0001787,2966.43,2719.23,0.0,0.0,0.0,0.0,62.93,,0.0,,7062.93,7062.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001788,10841.6,10562.62,0.0,0.0,0.0,0.0,0.0,,203.89,0.0,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001789,9005.24,8899.29,0.0,0.0,1.26,5.03,18.25,,0.0,0.0,5517.92,5352.29,25.17,0.0,1.26,5.03,18.25,31.46,0.0
ABGP0001790,4944.05,,,,,,,,,,13560.83,13454.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001791,17657.33,17597.3,0.0,0.0,0.0,0.0,341.07,,0.0,,9888.11,9888.11,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001792,35314.66,35314.66,,,,,,,1258.57,,,,,,,,,,
ABGP0001793,5473.77,5307.79,0.0,0.0,0.0,0.0,204.52,,0.0,,26486.0,24720.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001794,1988.22,1589.16,,,,,,,157.32,,1765.73,1765.73,6292.87,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001795,14973.42,14867.47,,,,,125.86,,,,14973.42,14867.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001796,15997.54,,,,,,,,,,,,,,,,,,
ABGP0001797,4989.96,4954.65,0.0,0.0,0.0,0.0,35.24,,0.0,,7945.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001798,150087.32,143377.53,0.0,0.0,0.0,0.0,62.93,,0.0,,0.0,127132.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001799,9958.73,,,,,,,,,,1412.59,918.18,0.0,0.0,0.0,0.0,207.66,9.44,0.0
ABGP0001800,19952.78,17939.85,,,,,62.93,,,,28251.73,28251.73,,,,,,157.32,
ABGP0001801,424129.1,388425.97,17802.53,,,,,,,,441433.28,370803.96,0.0,15732.17,7551.44,0.0,629.29,0.0,0.0
ABGP0001802,273618.0,,,,,,,,,,249992.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001803,172158.98,132500.61,16392.93,0.0,0.0,0.0,0.0,,13617.77,,134195.72,105943.99,0.0,202252.84,9607.01,352.4,0.0,16701.28,0.0
ABGP0001804,284283.03,256914.17,5909.0,0.0,2831.79,1868.98,3964.51,,0.0,1577.41,,,,,,,,,
ABGP0001805,88286.66,,,,,,,,,,,,,,,,,,
ABGP0001806,671084.53,584952.07,,15367.19,,,33666.85,,17424.96,2170.46,,,,,,,,,
ABGP0001807,69216.74,62524.61,37.13,0.0,1379.4,932.6,1368.7,,2712.86,,79987.71,79987.71,0.0,62.93,1573.22,503.43,1006.86,2643.01,0.0
ABGP0001808,49440.53,45979.69,0.0,0.0,0.0,0.0,622.99,,0.0,,,,,,,,,,
ABGP0001809,388461.29,,,,,,,,,,,,,,,,,,
ABGP0001810,7981.11,,,,,,,,,,,,,,,,,,
ABGP0001811,490789.05,396371.77,24681.89,0.0,15580.52,8663.39,11018.82,,12005.54,53.57,,,,,,,,,
ABGP0001831,24932.15,23943.34,0.0,0.0,0.0,0.0,12.59,,0.0,0.0,26486.0,25956.28,0.0,0.0,0.0,0.0,94.39,0.0,0.0
ABGP0001832,3178.32,2260.14,0.0,0.0,0.0,0.0,0.0,,314.64,,141.26,46.97,6292.87,0.0,0.0,0.0,0.0,283.18,0.0
ABGP0001833,22001.03,20482.5,,50.34,,,,,,,,,,,,,,,
ABGP0001834,1765.73,,,,,,,,,,,,,,,,,,
ABGP0001836,12006.99,10947.55,,,,,,,6.29,,1236.01,1059.44,0.0,0.0,0.0,0.0,0.0,25.17,0.0
ABGP0001837,22001.03,20482.5,,50.34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001838,9926.95,7239.51,,,,,,,1566.92,,4944.05,3602.1,0.0,0.0,0.0,0.0,0.0,51.6,0.0
ABGP0001839,19670.27,19581.98,0.0,0.0,0.0,0.0,13.84,,0.0,0.0,11300.69,10947.55,0.0,0.0,0.0,0.0,0.0,3.15,0.0
ABGP0001840,13998.73,13913.98,,,,,15.1,,,,17657.33,15891.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001841,164167.27,160999.55,0.0,0.0,0.0,0.0,1636.15,,592.16,,158915.98,158915.98,0.0,0.0,0.0,0.0,1195.65,188.79,0.0
ABGP0001842,,,,,,,,,,,,,,,,,,,
ABGP0001843,1998.81,1896.4,,,,,,,,,,,,,,,,,
ABGP0001844,,,,,,,,,,,,,,,,,,,
ABGP0001845,14125.86,13243.0,0.0,0.0,0.0,0.0,314.64,,0.0,,1765.73,1765.73,0.0,0.0,0.0,0.0,0.0,1762.0,0.0
ABGP0001846,9499.64,9499.64,,,,,1.26,,,,4590.91,4590.91,0.0,0.0,0.0,0.0,0.0,12.59,0.0
ABGP0001847,1500.87,1426.71,,,,,,,7.55,,,,,,,,,,
ABGP0001848,19423.06,18363.62,,,,,18.88,,,,,,,,,,,,
ABGP0001849,3224.23,14125.86,,,,,3.15,,,,1589.16,1589.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001850,10001.11,10001.11,,,,,0.63,,,,0.0,9534.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001851,3001.75,,,,,,,,,,5014.68,5014.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001852,,,,,,,,,,,,,,,,,,,
ABGP0001853,85002.39,79913.55,0.0,0.0,0.0,0.0,0.0,,2405.76,,84755.19,79775.82,0.0,0.0,0.0,0.0,0.0,2517.15,0.0
ABGP0001854,36974.45,35978.58,,,,,,,402.74,,17657.33,17657.33,0.0,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001855,33301.73,30299.98,0.0,0.0,0.0,0.0,0.0,,140.33,,32983.89,32983.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001856,4379.02,,,,,,,,,,,,,,,,,,
ABGP0001857,13036.76,,,,,,,,,,6356.64,5650.35,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001858,98987.0,96020.57,,,,,151.03,,818.07,,0.0,0.0,0.0,660.75,0.0,0.0,0.0,377.57,0.0
ABGP0001859,21895.09,20588.45,0.0,0.0,0.0,0.0,0.0,,320.94,,19423.06,0.0,0.0,,0.0,0.0,0.0,314.64,0.0
ABGP0001860,13984.61,,,,,,,,,,,,,,,,,,
ABGP0001861,17975.16,16657.93,0.0,0.0,0.0,0.0,73.0,,95.02,,635.66,565.03,0.0,0.0,0.0,0.0,12.59,12.59,2.2
ABGP0001862,19988.1,19493.69,0.0,0.0,0.0,0.0,276.89,,0.0,,20002.22,19493.69,0.0,0.0,0.0,0.0,276.89,0.0,0.0
ABGP0001863,12713.28,,,,,,,,,,15538.45,15538.45,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001864,44143.33,42787.25,0.0,0.0,0.0,0.0,0.0,,158.58,0.0,44143.33,42730.74,1.26,0.0,0.0,0.0,0.0,76.77,0.0
ABGP0001865,4767.48,,,,,,,,,,,,,,,,,,
ABGP0001866,5473.77,,,,,,,,,,9888.11,4944.05,0.0,881.0,0.0,0.0,0.0,0.0,0.0
ABGP0001867,,,,,,,,,,,,,,,,,,,
ABGP0001868,15008.73,14655.58,,,,,,,198.23,,14991.07,14655.58,0.0,0.0,0.0,0.0,0.0,132.15,0.0
ABGP0001869,23166.42,,,,,,,,,,,,,,,,,,
ABGP0001870,30017.46,29664.32,0.0,0.0,0.0,0.0,62.93,,0.0,,,,,,,,,,
ABGP0001871,9746.85,,,,,,,,,,,,,,,,,,
ABGP0001872,5968.18,,,,,,,,,,,,,,,,,,
ABGP0001873,3990.56,,,,,,,,,,,,,,,,,,
ABGP0001874,27192.29,,,,,,,,,,6687.89,5974.89,0.0,0.0,0.0,0.0,128.37,283.18,0.0
ABGP0001875,5120.63,4908.74,0.0,0.0,0.0,0.0,0.0,,132.15,,3990.56,1236.01,4002.27,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001876,1094.75,,,,,,,,,,,,,,,,,,
ABGP0001877,4944.05,,,,,,,,,,,,,,,,,,
ABGP0001878,14973.42,10982.86,0.0,0.0,0.0,118.94,19.51,,137.81,,148321.58,130452.36,1510.29,0.0,188.79,975.39,1799.76,1837.52,0.0
ABGP0001879,6038.81,,,,,,,,,,,,,,,,,,
ABGP0001880,100014.66,97998.19,,,,,176.83,,792.9,,79599.25,79599.25,,,,,,,
ABGP0001881,9958.73,,,,,,,,,,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001882,,,,,,,,,,,,,,,,,,,
ABGP0001883,22001.03,,,,,,,,,,,,,,,,,,
ABGP0001884,25002.78,24790.89,,,,,20.77,,,,24999.96,24999.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001885,39729.0,38987.39,0.0,0.0,0.0,0.0,291.36,,0.0,,17657.33,16951.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001886,3884.61,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001887,58209.16,55761.85,0.0,0.0,0.0,0.0,0.0,,862.75,,10608524.61,14125.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001888,5050.0,5050.0,,,,,,,289.47,,529.72,0.0,9439.31,,,,,25.17,
ABGP0001889,1921.12,,,,,,,,,,,,,,,,,,
ABGP0001890,8828.67,,,,,,,,,,3001.75,3001.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001891,8016.43,,,,,,,,,,8016.43,7062.93,0.0,0.0,0.0,0.0,0.0,157.32,0.0
ABGP0001892,258715.22,231710.09,0.0,0.0,0.0,0.0,10440.5,,3717.83,525.8,211887.97,201293.58,8180.73,0.0,2517.15,0.0,2831.79,0.0,496.04
ABGP0001893,0.0,,,,,,,,,,,,,,,,,,
ABGP0001894,5297.2,3178.32,,,,,,,62.93,,20999.86,20000.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001895,95999.38,93997.04,0.0,0.0,0.0,0.0,251.71,,440.5,,99999.82,94999.97,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001896,4379.02,,,,,,,,,,,,,,,,,,
ABGP0001897,61977.23,59928.98,,,,,,,,,51382.83,47674.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001898,31677.25,29840.89,,,,,,,,,5650.35,4590.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001899,9923.42,9870.45,0.0,0.0,0.0,0.0,,,,,99999.82,99999.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001901,2399984.46,2281327.2,32093.64,0.0,16990.75,6292.87,2831.79,,0.0,,1443338.86,1356507.17,0.0,34610.78,16990.75,6922.16,3146.43,3146.43,0.0
ABGP0001902,6241866.59,6009496.11,,92349.13,,,,,59903.09,,4899980.05,0.0,0.0,86212.32,0.0,0.0,0.0,46881.88,0.0
ABGP0001903,2487917.97,2487917.97,79925.74,0.0,0.0,0.0,0.0,,39959.72,,2499999.82,0.0,0.0,65024.23,33012.4,0.0,0.0,0.0,0.0
ABGP0001906,388461.29,,,,,,,,,,356110.58,329368.56,0.0,22843.12,0.0,0.0,0.0,7551.44,0.0
ABGP0001907,1094754.54,,,,,,,,,,953495.89,953495.89,0.0,10068.59,10068.59,0.0,0.0,0.0,0.0
ABGP0001908,37115.71,,,,,,,,,,37080.4,32666.06,0.0,0.0,0.0,0.0,0.0,1887.86,0.0
ABGP0001909,1193953.42,1147020.24,28317.91,0.0,25171.48,17594.86,4606.38,,45415.64,,1176260.78,0.0,0.0,25171.48,0.0,0.0,0.0,12585.74,0.0
ABGP0001910,40011.51,,,,,,,,,,40011.51,34113.96,0.0,0.0,0.0,0.0,0.0,1938.2,0.0
ABGP0001935,70629.32,52971.99,0.0,0.0,0.0,0.0,1573.22,,1258.57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001936,,,,,,,,,,,,,,,,,,,
ABGP0001937,,,,,,,,,,,,,,,,,,,
ABGP0001938,,,,,,,,,,,,,,,,,,,
ABGP0001939,,,,,,,,,,,,,,,,,,,
ABGP0001940,,,,,,,,,,,,,,,,,,,
ABGP0001941,,,,,,,,,,,,,,,,,,,
ABGP0001942,,,,,,,,,,,,,,,,,,,
ABGP0001943,,,,,,,,,,,,,,,,,,,
ABGP0001944,,,,,,,,,,,,,,,,,,,
ABGP0001945,,,,,,,,,,,,,,,,,,,
ABGP0001946,88286.66,,,,,,,,,,88286.66,88286.66,0.0,0.0,0.0,0.0,2831.79,1573.22,0.0
ABGP0001947,,,,,,,,,,,,,,,,,,,
ABGP0001950,,,,,,,,,,,,,,,,,,,
ABGP0001951,172158.98,132500.61,16392.93,0.0,0.0,0.0,0.0,,13617.77,,263659.27,179151.28,0.0,34346.48,18847.15,0.0,0.0,0.0,0.0
ABGP0001960,49996.38,46851.96,0.0,0.0,0.0,0.0,271.22,,967.84,,34000.96,33171.06,0.0,0.0,45.31,0.0,10.7,0.0,0.0
ABGP0001961,,,,,,,,,,,,,,,,,,,
ABGP0001962,12360.13,,,,,,,,,,50005.56,48769.55,0.0,104.46,263.04,83.07,0.0,0.0,0.0
ABGP0001963,17657.33,,,,,,,,,,4944.05,1765.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001964,21054.6,20623.76,0.0,0.0,0.0,0.0,229.06,,0.0,,16774.46,14938.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001965,26486.0,26380.05,0.0,0.0,0.0,0.0,0.0,,95.02,0.0,21188.8,21188.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001966,9994.05,9782.16,0.0,0.0,0.0,0.0,6.29,,166.76,,9888.11,9888.11,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001967,,,,,,,,,,,,,,,,,,,
ABGP0001968,13419.57,,,,,,,,,,,,,,,,,,
ABGP0001969,35314.66,34523.61,0.0,0.0,0.0,0.0,288.84,,608.52,,31783.2,28251.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001970,84578.62,78045.4,,,,,3703.98,,3461.08,,67097.86,61800.66,534.89,377.57,1699.07,629.29,943.93,2831.79,0.0
ABGP0001971,7592.65,7416.08,0.0,0.0,0.0,0.0,26.43,,0.0,0.0,812.24,706.29,0.0,0.0,0.0,0.0,0.0,25.17,0.0
ABGP0001972,19917.47,,,,,,,,,,14125.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001973,5297.2,4449.65,,,,,,,,,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001974,37009.77,33548.93,0.0,0.0,0.0,0.0,6.92,,0.0,,19882.15,19882.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001975,16774.46,15891.6,0.0,0.0,0.0,0.0,125.86,,0.0,,39999.86,39999.86,1762.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001976,34820.26,33760.82,,,,,,,188.79,,34431.8,31995.08,0.0,0.0,0.0,0.0,0.0,157.32,0.0
ABGP0001977,42377.59,,,,,,,,,,39764.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001978,14973.42,10982.86,0.0,0.0,0.0,118.94,19.51,,137.81,,,,,,,,,,
ABGP0001979,3531.47,,,,,,,,,,7945.8,7486.71,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001980,2472.03,,,,,,,,,,,,,,,,,,
ABGP0001981,18010.48,16915.72,0.0,0.0,0.0,0.0,59.78,,83.7,,635.66,565.03,0.0,0.0,0.0,0.0,12.59,12.59,0.0
ABGP0001982,4477.9,4237.76,0.0,0.0,0.0,0.0,0.0,,94.39,,2224.82,2048.25,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001983,8101.18,,,,,,,,,,,,,,,,,,
ABGP0001984,11653.84,17233.56,,,,,54.12,,252.97,,,,,,,,,,
ABGP0001985,15005.2,14136.46,,,,,75.51,,293.88,,14125.86,14125.86,429.3,,,,,629.29,
ABGP0001986,4975.84,4838.11,,,,,,,30.21,,,,,,,,,,
ABGP0001987,29840.89,26863.86,,,,,1101.88,,937.01,,29338.72,27068.34,0.0,0.0,629.29,314.64,409.04,943.93,0.0
ABGP0001988,2825.17,,,,,,,,,,,,,,,,,,
ABGP0001989,8828.67,,,,,,,,,,,,,,,,,,
ABGP0001990,19998.69,16054.05,0.0,0.0,0.0,0.0,20.77,,212.7,0.0,5120.63,4308.39,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001991,,,,,,,,,,,,,,,,,,,
ABGP0001992,,,,,,,,,,,,,,,,,,,
ABGP0001993,,,,,,,,,,,,,,,,,,,
ABGP0001994,13984.61,13913.98,0.0,0.0,0.0,0.0,0.0,,69.85,0.0,,,,,,,,,
ABGP0001995,15008.73,14938.1,0.0,0.0,0.0,0.0,0.0,,33.98,,,,,,,,,,
ABGP0001996,,,,,,,,,,,,,,,,,,,
