id,licensed_capacity_of_raw_gas_mcf/d,licensed_capacity_of_sales_gas_mcf/d,licensed_capacity_of_ethane_c2_bbl/d,licensed_capacity_of_ethane_plus_c2+_bbl/d,licensed_capacity_of_propane_c3_bbl/d,licensed_capacity_of_butane_c4_bbl/d,licensed_capacity_of_pentane_plus_c5+_bbl/d,licensed_capacity_of_ngl_bbl/d,licensed_capacity_of_lpg_bbl/d,licensed_capacity_of_sulphur_ton/d,design_capacity_of_raw_gas_mcf/d,design_capacity_of_sales_gas_mcf/d,design_capacity_of_oil_bbl/d,design_capacity_of_ethane_c2_bbl/d,design_capacity_of_propane_c3_bbl/d,design_capacity_of_butane_c4_bbl/d,design_capacity_of_pentane_plus_c5+_bbl/d,design_capacity_of_ngl_bbl/d,design_capacity_of_sulphur_ton/d
ABGP0001458,145884.87,123566.0,0.0,0.0,0.0,0.0,6657.86,,1239.7,52.86,145884.87,94290.15,0.0,0.0,0.0,0.0,7551.44,2202.5,573.2
ABGP0001459,9994.05,,,,,,,,,,,,,,,,,,
ABGP0001460,27993.93,,,,,,,,,,,,,,,,,,
ABGP0001461,43684.24,41989.13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,22954.53,22954.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001462,31783.2,,,,,,,,,,,,,,,,,,
ABGP0001463,1624.47,1298.87,,,,,,,132.78,,1589.16,1236.01,1258.57,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001464,8021.37,7352.16,0.0,0.0,0.0,0.0,0.0,,310.24,,5297.2,4944.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001465,0.0,,,,,,,,,,,,,,,,,,
ABGP0001466,3164.19,,,,,,,,,,,,,,,,,,
ABGP0001467,529.72,,,,,,,,,,706.29,706.29,188.79,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001468,9958.73,9923.42,0.0,0.0,0.0,0.0,8.18,,0.0,,11999.92,11999.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001469,282.52,,,,,,,,,,,,,,,,,,
ABGP0001470,,,,,,,,,,,,,,,,,,,
ABGP0001471,19988.1,,,,,,,,,,,,,,,,,,
ABGP0001472,24670.82,21845.65,,,,,,,41.53,,5797.25,5345.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001473,7133.56,,,,,,,,,,,,,,,,,,
ABGP0001474,5968.18,,,,,,,,,,,,,,,,,,
ABGP0001475,14125.86,12777.2,,,,,0.0,,113.27,,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,113.27,0.0
ABGP0001476,,,,,,,,,,,2648.6,2401.4,471.97,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001477,32312.92,30017.46,0.0,0.0,0.0,0.0,792.9,,937.64,,24720.26,24013.97,0.0,0.0,0.0,0.0,346.11,534.89,0.0
ABGP0001478,258609.27,224883.77,19268.77,0.0,12396.95,7142.41,7048.01,,0.0,,,,,,,,,,
ABGP0001479,49758.36,,,,,,,,,,60034.93,53325.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001480,30017.46,29809.11,0.0,0.0,0.0,0.0,0.0,,81.18,0.0,31076.9,31076.9,,,,,,201.37,
ABGP0001481,,,,,,,,,,,,,,,,,,,
ABGP0001482,184695.68,155384.51,2831.79,0.0,0.0,0.0,11364.92,,5506.26,542.34,184695.68,132429.98,0.0,0.0,0.0,0.0,11327.17,2831.79,0.0
ABGP0001483,,,,,,,,,,,,,,,,,,,
ABGP0001484,6003.49,5615.03,,,,,,,,,0.0,2825.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001485,995.87,,,,,,,,,,,,,,,,,,
ABGP0001486,14161.18,13419.57,,,,,,,37.76,,5932.86,5297.2,1573.22,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001487,2500.28,,,,,,,,,,,,,,,,,,
ABGP0001488,0.0,,,,,,,,,,,,,,,,,,
ABGP0001489,1518.53,,,,,,,,,,,,,,,,,,
ABGP0001490,176.57,,,,,,,,,,,,,,,,,,
ABGP0001491,35.31,,,,,,,,,,,,,,,,,,
ABGP0001492,575.63,,,,,,,,,,,,,,,,,,
ABGP0001493,3884.61,,,,,,,,,,,,,,,,,,
ABGP0001494,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001495,6956.99,5869.3,0.0,0.0,0.0,0.0,0.0,,943.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001496,,,,,,,,,,,,,,,,,,,
ABGP0001497,20129.36,19988.1,0.0,0.0,0.0,0.0,465.04,,72.37,,12360.13,11477.27,0.0,0.0,0.0,0.0,251.71,377.57,0.0
ABGP0001498,2023.53,,,,,,,,,,,,,,,,,,
ABGP0001499,12006.99,,,,,,,,,,8828.67,8475.52,125.86,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001500,3990.56,,,,,,,,,,,,,,,,,,
ABGP0001501,5367.83,4696.85,0.0,0.0,0.0,0.0,0.0,,44.05,,2648.6,2295.45,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001502,1518.53,,,,,,,,,,,,,,,,,,
ABGP0001503,,,,,,,,,,,,,,,,,,,
ABGP0001504,9888.11,8828.67,0.0,0.0,0.0,0.0,0.0,,62.93,,3599.98,3599.98,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001505,6533.21,,,,,,,,,,,,,,,,,,
ABGP0001506,142900.78,134902.01,0.0,0.0,0.0,0.0,865.9,,478.89,52.48,141258.65,135608.3,0.0,0.0,629.29,755.14,1636.15,0.0,54.56
ABGP0001507,6356.64,5932.86,0.0,0.0,0.0,0.0,0.0,,25.8,,3531.47,3178.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001508,42377.59,,,,,,,,,,,,,,,,,,
ABGP0001509,2189.51,1748.08,,,,,,,229.69,,105943.99,105943.99,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001510,6286.01,6010.56,,,,,,,20.77,,11865.73,10594.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001511,60034.93,55232.13,0.0,0.0,0.0,0.0,1472.53,,2133.28,,40611.86,35314.66,0.0,0.0,566.36,251.71,1258.57,2076.65,0.0
ABGP0001512,5085.31,,,,,,,,,,,,,,,,,,
ABGP0001513,4590.91,,,,,,,,,,,,,,,,,,
ABGP0001514,9958.73,,,,,,,,,,,,,,,,,,
ABGP0001515,6144.75,,,,,,,,,,,,,,,,,,
ABGP0001516,7451.39,,,,,,,,,,800.23,597.17,5034.3,0.0,0.0,0.0,157.32,314.64,0.0
ABGP0001517,20023.41,19352.44,0.0,0.0,0.0,0.0,0.0,,522.31,,4999.85,4999.85,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001518,6709.79,6286.01,0.0,0.0,0.0,0.0,0.0,,25.8,,5932.86,5932.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001519,8828.67,8193.0,0.0,0.0,0.0,0.0,0.0,,176.2,,8828.67,0.0,75.51,0.0,0.0,0.0,0.0,94.39,0.0
ABGP0001520,127132.78,116609.02,,6764.84,,,7834.62,,1441.07,,126426.49,0.0,0.0,4405.01,943.93,566.36,755.14,0.0,0.0
ABGP0001521,7062.93,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001522,178339.05,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001523,7945.8,,,,,,,,,,176.57,176.57,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001524,41777.25,,,,,,,,,,14125.86,12713.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001525,3884.61,3178.32,0.0,0.0,0.0,0.0,0.0,,74.26,,3282.85,2563.49,264.3,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001526,,,,,,,,,,,,,,,,,,,
ABGP0001527,30017.46,,,,,,,,,,30000.16,27999.94,0.0,0.0,0.0,0.0,0.0,1384.43,0.0
ABGP0001528,6144.75,,,,,,,,,,,,,,,,,,
ABGP0001529,7486.71,,,,,,,,,,,,,,,,,,
ABGP0001530,134983.23,123113.98,0.0,0.0,0.0,0.0,2258.51,,882.26,636.69,134972.64,123318.8,0.0,0.0,0.0,0.0,2258.51,882.26,646.62
ABGP0001531,44496.47,43306.37,0.0,0.0,0.0,0.0,0.0,,1001.82,,49999.91,24720.26,4405.01,0.0,0.0,0.0,0.0,1573.22,0.0
ABGP0001532,9994.05,9640.9,0.0,0.0,0.0,0.0,20.77,,0.0,,9888.11,9888.11,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001533,,,,,,,,,,,,,,,,,,,
ABGP0001534,7592.65,6851.04,0.0,0.0,0.0,0.0,0.0,,16.36,,9711.53,8828.67,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001535,18010.48,17657.33,0.0,0.0,0.0,0.0,144.74,,88.1,,18999.99,18999.99,0.0,0.0,0.0,0.0,0.0,106.98,0.0
ABGP0001536,20023.41,18010.48,,,,,,,81.81,,635.66,635.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001537,13001.8,,,,,,,,,,882.87,7945.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001538,1700.4,,,,,,,,,,,,,,,,,,
ABGP0001539,,,,,,,,,,,,,,,,,,,
ABGP0001540,2985.5,,,,,,,,,,,,,,,,,,
ABGP0001541,10001.11,9534.96,0.0,0.0,0.0,0.0,42.79,,0.0,,12360.13,12360.13,125.86,0.0,0.0,0.0,0.0,94.39,0.0
ABGP0001542,10029.36,,,,,,,,,,10029.36,9965.8,0.0,0.0,0.0,0.0,0.0,232.21,0.0
ABGP0001543,12289.5,11936.36,0.0,0.0,0.0,0.0,157.32,,0.0,0.0,3354.89,3072.38,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0001544,353.15,,,,,,,,,,706.29,706.29,629.29,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001545,9799.82,,,,,,,,,,7062.93,6709.79,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001546,882.87,,,,,,,,,,,,,,,,,,
ABGP0001547,65024.89,58940.17,0.0,2632.94,0.0,0.0,170.54,,0.0,,40011.51,35279.35,0.0,0.0,0.0,0.0,0.0,3121.26,0.0
ABGP0001548,24861.52,,,,,,,,,,,,,,,,,,
ABGP0001549,30017.46,,,,,,,,,,14000.14,14000.14,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001550,13984.61,13772.72,0.0,0.0,0.0,0.0,251.71,,0.0,,2825.17,2825.17,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001551,6356.64,,,,,,,,,,,,,,,,,,
ABGP0001552,,,,,,,,,,,,,,,,,,,
ABGP0001553,23484.25,,,,,,,,,,,,,,,,,,
ABGP0001554,,,,,,,,,,,,,,,,,,,
ABGP0001555,3178.32,,,,,,,,,,,,,,,,,,
ABGP0001556,7945.8,7769.23,0.0,0.0,0.0,0.0,0.0,,132.15,0.0,105.94,988.81,3146.43,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001557,23307.68,,,,,,,,,,,,,,,,,,
ABGP0001558,1412.59,,,,,,,,,,,,,,,,,,
ABGP0001559,2825.17,,,,,,,,,,,,,,,,,,
ABGP0001560,6003.49,5968.18,,,,,,,113.27,,3531.47,3531.47,3775.72,0.0,0.0,0.0,0.0,157.32,0.0
ABGP0001561,16103.49,,,,,,,,,,15919.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001562,6356.64,5650.35,0.0,0.0,0.0,0.0,0.0,,207.66,0.0,5297.2,4944.05,0.0,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001563,4237.76,,,,,,,,,,,,,,,,,,
ABGP0001564,3990.56,,,,,,,,,,,,,,,,,,
ABGP0001565,5968.18,5968.18,,,,,,,169.91,,4979.37,4979.37,0.0,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001566,14761.53,,,,,,,,,,10064.68,10064.68,0.0,0.0,125.86,0.0,125.86,0.0,0.0
ABGP0001567,10982.86,,,,,,,,,,12360.13,10594.4,0.0,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001568,9923.42,,,,,,,,,,,,,,,,,,
ABGP0001569,423.78,,,,,,,,,,,,,,,,,,
ABGP0001570,9958.73,9711.53,0.0,0.0,0.0,0.0,16.36,,0.0,,10594.4,10241.25,0.0,0.0,0.0,0.0,0.0,9.44,0.0
ABGP0001571,4025.87,3460.84,,,,,,,232.84,,2966.43,2966.43,2202.5,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001572,282.52,,,,,,,,,,247.2,105.94,377.57,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001573,20129.36,19423.06,0.0,0.0,0.0,0.0,18.88,,188.79,,20129.36,20129.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001574,7062.93,6952.4,0.0,0.0,0.0,0.0,0.0,,81.81,,10000.05,10000.05,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001575,13207.68,12854.54,0.0,0.0,0.0,0.0,213.96,,0.0,,10594.4,9888.11,0.0,0.0,0.0,0.0,0.0,239.13,0.0
ABGP0001576,44143.33,,,,,,,,,,24999.96,24720.26,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001577,15891.6,14125.86,0.0,0.0,0.0,0.0,0.0,,692.22,,15891.6,14125.86,0.0,0.0,0.0,0.0,0.0,692.22,0.0
ABGP0001578,12925.17,,,,,,,,,,19423.06,18540.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001579,282.52,,,,,,,,,,3178.32,2825.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001580,20101.11,,,,,,,,,,,,,,,,,,
ABGP0001581,18010.48,,,,,,,,,,,,,,,,,,
ABGP0001582,13843.35,2118.88,0.0,0.0,0.0,0.0,62.93,,100.69,,14125.86,13419.57,1258.57,0.0,251.71,251.71,188.79,0.0,0.0
ABGP0001583,35314.66,,,,,,,,,,10947.55,10064.68,0.0,0.0,0.0,0.0,220.25,314.64,0.0
ABGP0001584,9949.55,9949.55,0.0,0.0,0.0,0.0,0.0,,340.44,,4944.05,4944.05,0.0,0.0,0.0,0.0,0.0,377.57,0.0
ABGP0001585,54723.6,46622.42,0.0,0.0,0.0,0.0,70.48,,1249.76,9.79,54723.6,46622.42,70.48,0.0,0.0,0.0,70.48,1249.76,11.02
ABGP0001586,3531.47,,,,,,,,,,10665.03,10665.03,0.0,0.0,0.0,0.0,0.0,50.34,0.0
ABGP0001587,14196.49,12995.8,0.0,0.0,0.0,0.0,0.0,,433.58,,6427.27,6427.27,28.32,40.9,0.0,0.0,0.0,78.66,0.0
ABGP0001588,413.18,342.55,,,,,,,5.03,,741.61,670.98,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001589,41777.25,39764.31,,,,,,,,,2733.35,2662.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001590,35985.64,33725.5,0.0,0.0,0.0,0.0,50.34,,0.0,,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001591,6427.27,,,,,,,,,,3531.47,3531.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001592,5297.2,5014.68,0.0,0.0,0.0,0.0,0.0,,154.18,0.0,5999.96,5999.96,,,,,,62.93,
ABGP0001593,19776.21,18928.66,,,,,7.55,,,,0.0,31641.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001594,,,,,,,,,,,,,,,,,,,
ABGP0001595,3531.47,,,,,,,,,,,,,,,,,,
ABGP0001596,4661.54,,,,,,,,,,,,,,,,,,
ABGP0001597,12006.99,11759.78,0.0,0.0,0.0,0.0,0.0,,182.49,0.0,19999.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001598,7416.08,,,,,,,,,,,,,,,,,,
ABGP0001599,16739.15,,,,,,,,,,,,,,,,,,
ABGP0001600,8475.52,7945.8,0.0,0.0,0.0,0.0,31.46,,18.88,,1553.85,1444.37,0.0,0.0,0.0,0.0,0.0,37.76,0.0
ABGP0001601,,,,,,,,,,,,,,,,,,,
ABGP0001602,,,,,,,,,,,,,,,,,,,
ABGP0001603,282.52,,,,,,,,,,,,,,,,,,
ABGP0001604,3531.47,,,,,,,,,,,,,,,,,,
ABGP0001605,,,,,,,,,,,,,,,,,,,
ABGP0001606,1998.81,1942.31,,,,,,,1.89,,4061.19,3531.47,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001607,18010.48,14938.1,,,,,1.89,,,61.59,,,,,,,,,
ABGP0001608,5297.2,5251.29,,,,,,,18.88,,4944.05,4767.48,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001609,1130.07,,,,,,,,,,,,,,,,,,
ABGP0001610,19776.21,,,,,,,,,,16000.01,14999.9,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001611,4590.91,,,,,,,,,,5297.2,2825.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001612,7062.93,6321.32,0.0,0.0,0.0,0.0,0.0,,550.0,,7062.93,6003.49,1887.86,0.0,0.0,0.0,0.0,94.39,0.0
ABGP0001613,2500.28,2376.68,0.0,0.0,0.0,0.0,9.44,,9.44,0.0,2999.98,2999.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001614,11901.04,11901.04,226.54,0.0,125.86,18.88,10.07,,169.91,,9888.11,9888.11,0.0,0.0,0.0,0.0,0.0,94.39,0.0
ABGP0001615,7486.71,,,,,,,,,,,,,,,,,,
ABGP0001616,3143.0,,,,,,,,,,,,,,,,,,
ABGP0001617,74619.88,70057.23,0.0,0.0,0.0,0.0,188.79,,3057.71,,74619.88,67097.86,0.0,0.0,824.37,0.0,0.0,2705.93,0.0
ABGP0001618,6999.37,6872.23,,,,,,,,,,,,,,,,,
ABGP0001619,670.98,,,,,,,,,,,,,,,,,,
ABGP0001620,2274.26,1447.9,,,,,0.0,,100.69,,918.18,776.92,1258.57,0.0,0.0,0.0,0.0,283.18,0.0
ABGP0001621,15926.91,,,,,,,,,,,,,,,,,,
ABGP0001622,7451.39,,,,,,,,,,7451.39,6780.42,0.0,0.0,0.0,0.0,105.72,0.0,0.0
ABGP0001623,126249.92,123707.26,0.0,0.0,0.0,0.0,10697.88,,157.32,,5297.2,4237.76,629.29,0.0,0.0,0.0,0.0,94.39,0.0
ABGP0001624,53325.14,51947.87,0.0,0.0,1195.65,453.09,1768.3,,0.0,,31783.2,26839.14,0.0,0.0,943.93,377.57,881.0,220.25,0.0
ABGP0001625,77692.26,67097.86,0.0,11012.52,0.0,0.0,0.0,,0.0,,77692.26,67097.86,0.0,,0.0,0.0,0.0,11012.52,796.97
ABGP0001626,8475.52,,,,,,,,,,7486.71,7062.93,0.0,0.0,0.0,0.0,0.0,37.76,0.0
ABGP0001627,5971.71,5826.92,0.0,0.0,0.0,0.0,0.0,,25.17,,7062.93,7062.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001628,33548.93,27510.12,0.0,3788.31,0.0,0.0,0.0,,0.0,,33548.93,22954.53,18878.61,0.0,0.0,0.0,0.0,6292.87,0.0
ABGP0001629,42377.59,,,,,,,,,,37080.4,36727.25,0.0,0.0,0.0,0.0,251.71,188.79,1.65
ABGP0001630,10241.25,,,,,,,,,,19800.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001631,9994.05,9888.11,,,,,25.17,,,,9888.11,7769.23,3146.43,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001632,3919.93,,,,,,,,,,,,,,,,,,
ABGP0001633,15008.73,,,,,,,,,,17657.33,17657.33,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001634,24967.47,24363.59,0.0,0.0,0.0,0.0,88.73,,0.0,,39764.31,39764.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001635,15538.45,,,,,,,,,,16000.01,14125.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001636,3531.47,,,,,,,,,,,,,,,,,,
ABGP0001637,9888.11,9824.54,0.0,0.0,0.0,0.0,0.0,,52.23,,,,,,,,,,
ABGP0001638,55917.24,53360.45,0.0,0.0,0.0,0.0,28.95,,0.0,1.27,55903.11,53713.6,0.0,0.0,0.0,0.0,0.0,0.0,1.27
ABGP0001639,3955.24,,,,,,,,,,,,,,,,,,
ABGP0001640,36833.19,36833.19,,0.0,285.07,0.0,292.62,,285.07,3.67,,,,,,,,,
ABGP0001641,19998.69,19458.38,,,,,71.11,,,,9068.81,8619.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001642,20129.36,,,,,,,,,,20129.36,19423.06,0.0,0.0,0.0,0.0,0.0,283.18,0.0
ABGP0001643,,,,,,,,,,,,,,,,,,,
ABGP0001644,1765.73,1394.93,0.0,0.0,0.0,0.0,0.0,,33.98,,1772.8,1589.16,943.93,0.0,31.46,0.0,0.0,0.0,0.0
ABGP0001645,29876.2,29487.74,0.0,0.0,0.0,0.0,232.84,,157.32,,20906.28,19952.78,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001646,9994.05,,,,,,,,,,8051.74,7062.93,,,,,,,
ABGP0001647,15997.54,14574.36,0.0,0.0,0.0,0.0,0.63,,99.43,,14999.9,14000.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001648,,,,,,,,,,,,,,,,,,,
ABGP0001649,9203.0,8510.83,,,,,,,464.41,,2057.43,1619.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001650,,,,,,,,,,,,,,,,,,,
ABGP0001651,82989.46,80234.91,0.0,0.0,0.0,0.0,1264.87,,2592.66,,82989.46,79987.71,0.0,509.72,509.72,509.72,509.72,2108.11,0.0
ABGP0001652,,,,,,,,,,,,,,,,,,,
ABGP0001653,9948.14,,,,,,,,,,,,,,,,,,
ABGP0001654,6533.21,5989.37,,,,,,,,,,,,,,,,,
ABGP0001655,14125.86,13031.11,,,,,,,,,24720.26,8828.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001656,4975.84,,,,,,,,,,,,,,,,,,
ABGP0001657,1518.53,,,,,,,,,,,,,,,,,,
ABGP0001658,39976.2,36268.16,0.0,0.0,0.0,0.0,251.71,,397.71,,39976.2,36268.16,0.0,0.0,0.0,0.0,31.46,397.71,0.0
ABGP0001659,4979.37,,,,,,,,,,,,,,,,,,
ABGP0001660,,,,,,,,,,,,,,,,,,,
ABGP0001661,32312.92,30370.61,0.0,0.0,0.0,0.0,1321.5,,692.22,,6209.38,5683.19,0.0,0.0,0.0,0.0,1699.07,415.33,0.0
ABGP0001662,383164.09,158915.98,,34359.07,,,26650.3,,,5977.28,365965.85,123601.32,0.0,0.0,0.0,0.0,15732.17,31464.35,
ABGP0001663,58975.49,58587.03,,,,,,,295.76,,58975.49,58975.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001664,25991.59,24720.26,,,,,,,31.46,,23000.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001665,3990.56,,,,,,,,,,,,,,,,,,
ABGP0001666,161105.49,159975.42,0.0,0.0,0.0,0.0,0.0,,2145.87,,141258.65,137727.18,0.0,0.0,0.0,0.0,943.93,1258.57,0.0
ABGP0001667,25426.56,25249.98,0.0,0.0,0.0,0.0,201.37,,169.91,,,,,,,,,,
ABGP0001668,99813.36,94378.44,0.0,0.0,0.0,0.0,383.87,,1573.22,,99999.82,94999.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001669,65861.85,59106.15,0.0,0.0,0.0,0.0,465.67,,3159.02,,60034.93,56503.46,0.0,0.0,0.0,0.0,0.0,2517.15,0.0
ABGP0001670,8475.52,,,,,,,,,,,,,,,,,,
ABGP0001671,13772.72,,,,,,,,,,13419.57,13419.57,9.44,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001672,20023.41,18716.77,0.0,0.0,0.0,0.0,163.61,,195.08,,8122.37,8122.37,0.0,0.0,0.0,0.0,163.61,195.08,0.0
ABGP0001673,18000.24,17400.24,0.0,0.0,0.0,0.0,88.1,,432.95,,17657.33,17657.33,1887.86,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0001674,10594.4,9746.85,4889.56,0.0,251.71,6.29,0.0,,251.71,,10594.4,10594.4,2517.15,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001675,13243.0,12925.17,0.0,0.0,0.0,0.0,0.0,,213.96,,11992.86,10099.99,0.0,0.0,0.0,0.0,0.0,220.25,0.0
ABGP0001676,40011.51,28816.76,0.0,0.0,0.0,0.0,114.53,,0.0,,30017.46,20482.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001677,6003.49,6003.49,,3.15,,,,,,,1059.44,988.81,0.0,0.0,0.0,0.0,0.0,7.55,0.0
ABGP0001678,28004.53,26205.6,0.0,0.0,0.0,0.0,0.0,,94.39,,4590.91,4061.19,1258.57,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001679,8828.67,8652.09,,,,,75.51,,202.63,,9711.53,8899.29,377.57,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001680,14125.86,14055.24,0.0,0.0,0.0,0.0,1887.86,,0.0,0.0,5650.35,5650.35,314.64,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001681,6180.07,6031.74,,,,,,,62.93,,6356.64,6356.64,314.64,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0001682,8828.67,7416.08,,,,,,,,,7062.93,6003.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001683,2118.88,,,,,,,,,,4979.37,4414.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001684,7981.11,7850.45,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5968.18,5968.18,3775.72,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001685,11999.92,11378.38,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9181.81,7416.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0001686,10453.14,,,,,,,,,,,,,,,,,,
ABGP0001687,9888.11,9358.39,0.0,0.0,0.0,0.0,6.29,,50.34,,9994.05,9994.05,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0001688,19988.1,19882.15,,,,,,,144.74,,10594.4,10594.4,0.0,0.0,0.0,0.0,0.0,377.57,0.0
ABGP0001689,6497.9,,,,,,,,,,,,,,,,,,
ABGP0001690,21895.09,19924.53,,,,,7.55,,553.14,,3884.61,3354.89,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0001691,,,,,,,,,,,,,,,,,,,
ABGP0001692,41106.27,,,,,,,,,,,,,,,,,,
ABGP0001693,22001.03,,,,,,,,,,14125.86,12360.13,0.0,0.0,0.0,0.0,94.39,629.29,0.0
ABGP0001694,22954.53,22283.55,0.0,0.0,0.0,0.0,22.03,,0.0,,4944.05,4767.48,0.0,0.0,0.0,0.0,0.0,12.59,0.0
ABGP0001695,19423.06,16244.74,0.0,0.0,0.0,0.0,0.0,,616.7,0.0,5968.18,4661.54,0.0,0.0,0.0,0.0,0.0,28.32,13.23
ABGP0001696,43578.29,43507.66,,,,,232.84,,,,42377.59,42377.59,0.0,0.0,0.0,0.0,1258.57,0.0,0.0
ABGP0001697,24013.97,23766.77,,,,,80.55,,396.45,,22954.53,18363.62,0.0,0.0,0.0,0.0,0.0,440.5,0.0
