GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G11682,2019,Pouce Coupe Battery 6-3,,POUCE COUPE,Alberta,,55.64128,-119.6193,9363.5727,208.2516,5831.0448,1.0856,287.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15482.3015
G11683,2019,Gilby 2-27 Gas Plant,,GILBY,Alberta,,52.46662,-114.3456,14562.8337,5.9953,167.8684,0.1468,38.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,14769.6041
G11684,2019,PETRO-CAN GILBY,,GILBY,Alberta,,52.46282,-114.3456,10661.36,95.9709,2687.1852,2.3767,629.8255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,13978.3707
G11687,2019,Turner Valley Battery 6-16,,,Alberta,,51.21776,-114.64319,37612.4042,414.5177,11606.4956,4.0718,1079.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,50297.9268
G11688,2019,Willesden Gn 16-12-42-6W5,,WILLESDEN,Alberta,,52.60835,-114.72352,6857.9192,145.1234,4063.4552,0.7706,204.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,11125.5834
G11689,2019,MORNINGSIDE 11-35 COMP,,,Alberta,,52.66295,-114.03965,16055.6435,129.0513,3613.4364,3.4557,915.7605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,20584.8404
G11691,2019,Marlboro Gas Plant 05-29-055-19 W5M,15111 TWP Rd 0542,YELLOWHEAD COUNTY,Alberta,T7E1V6,53.7781,-116.798,17660.8136,123.2401,3450.7228,1.4883,394.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,21505.9359
G11692,2019,SOUTH ROSEVEAR 11-36-53-15,,,Alberta,,53.62273,-116.08068,11571.726,472.3653,13226.2284,0.7714,204.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,25002.3754
G11693,2019,Willesden Green 10-34-40-06w5 Ggs,,,Alberta,,52.48831,-114.77742,14671.8511,134.6261,3769.5308,2.0991,556.2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,18997.6434
G11694,2019,Pine Creek 12-2-56-19 Multiwell Gas,,,Alberta,,53.81191,-116.72365,16240.9902,243.8139,6826.7892,3.2265,855.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,23922.8019
G11695,2019,Ansell Gas Plant 12-31-050-17 W5M,15111 TWP Rd 0542,YELLOWHEAD COUNTY,Alberta,T7E1V6,53.36073,-116.4824,35570.1689,506.3659,14178.2452,3.4336,909.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,50658.3181
G11696,2019,Gilby 03-28-41-4 Ggs,,GILBY,Alberta,,52.55394,-114.51945,33969.793,388.9666,10891.0648,3.6222,959.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,45820.7408
G11697,2019,BILBO GAS PLANT 4-25-65-7W6,,GREENVIEW,Alberta,,54.64906,-118.92829,32902.3277,116.6672,3266.6816,1.6109,426.8885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,36595.8978
G11699,2019,PCR FERRIER 7-16 COMP.,,FERRIER - WEST,Alberta,,52.70343,-115.38875,38677.58,383.0,10724.0,34.17,9055.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,58456.63
G11700,2019,Pembina Blue Rapids 04-08-047-09W5,,PEMBINA,Alberta,,53.03416,-115.29046,26382.69,246.72,6908.16,21.21,5620.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,38911.5
G11701,2019,Valhalla Plant 13-21-76-9W6,525 9909 102 Street,GRANDE PRAIRIE,Alberta,T8V2V4,55.60406,-119.34328,9082.4189,141.8988,3973.1664,0.895621,237.339565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,13292.92487
G11702,2019,Fort McMurray Regional Landfill,,FORT MCMURRAY,Alberta,,56.63751,-111.36454,0.0,3038.0,85064.0,8.65,2292.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,87356.25
G11704,2019,Paddle River Sour Gas Processing Plant,,PADDLE RIVER,Alberta,,53.9025,-115.19023,13571.013,56.0074,1568.2072,0.2939,77.8835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15217.1037
G11712,2019,Leduc & District Regional Waste Facility,1 Alexandra Park,LEDUC,Alberta,T9E4C4,53.26274,-113.47882,454.49,2322.54,65031.12,0.07,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65504.16
G11713,2019,Placid 6-29,,FOX CREEK,Alberta,,54.21588,-117.41075,30919.176,317.737,8896.636,0.79,209.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,40025.162
G11717,2019,Jayar 06-08-062-03W6,,JAYAR,Alberta,,54.34681,-118.41559,44950.61796,650.553085,18215.48638,0.521971,138.322315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,63304.42666
G11725,2019,Alix Malthouse,12  Highway East,ALIX,Alberta,T0C0B0,52.39188,-113.17708,20972.51,0.4745,13.286,0.76107,201.68355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,21187.47955
G11732,2019,RMRSWA Landfill,5313 44 Street,ROCKY MOUNTAIN HOUSE,Alberta,T4T1A3,52.37916,-114.90705,1773.0,601.4,16839.2,0.01,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,18614.85
G11733,2019,Carbon,,CARBON,Alberta,,51.47883,-113.05653,14263.23073,524.20537,14677.75036,2.0371,539.8315,0.0,0.0,0.00203,1.37431,0.0,0.0,0.0,0.0,0.00203,6.4351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.80941,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,29488.622
G11737,2019,Pouce Coupe Gas Plant,Range Road 132,SADDLE HILLS COUNTY,Alberta,T0H0K0,55.94769,-119.92871,13794.39442,64.684865,1811.17622,0.726212,192.44618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15798.01681
G11739,2019,Fourth Creek Gas Plant,Township Road 822,SILVER VALLEY,Alberta,T0H3E0,56.09985,-119.28764,14280.17291,75.819221,2122.938188,0.782703,207.416295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,16610.52739
G11740,2019,11-19 Compressor Station,,SPIRIT RIVER,Alberta,T0H3G0,55.86289,-119.7156,11076.8755,132.845611,3719.677108,1.23033,326.03745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15122.59006
G11749,2019,Worsley (Birchcliff) Sour Gas Plant,,,Alberta,,56.5574,-119.36159,16515.142,28.544,799.232,0.249,65.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,17380.359
G11766,2019,Sil Industrial Minerals Lamont Plant,570079 Range Road,BRUDERHEIM,Alberta,T0B0S0,53.9063,-112.92419,18706.39,0.85,23.8,0.6,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,18889.19
G11814,2019,Alderson West Sour Gas Plant 06-02-016-15W4,,,Alberta,,50.31552,-111.96637,11859.588,659.407,18463.396,0.197,52.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,30375.189
G11815,2019,Countess Sour Gas Plant 10-20-018-15W4,,,Alberta,,50.53745,-112.02938,16644.275,274.342,7681.576,0.36,95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,24421.251
G11816,2019,Countess Makepeace Comp Stn 03-18-022-17W4,2700 240 4 Avenue Southwest,CALGARY,Alberta,T2P4P4,50.86496,-112.35058,8623.297,127.373,3566.444,0.234,62.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,12251.751
G11825,2019,Calgary Plant,3316 Bonnybrook Road,CALGARY,Alberta,T2G4M9,51.0245,-114.025,29721.35,0.587,16.436,0.521,138.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,29875.851
G11848,2019,IKO Calgary,1600 42nd Avenue,CALGARY,Alberta,T2P 2L2,51.0154,-114.024,9531.864,0.26,7.28,0.17,45.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,9584.194
G11850,2019,Arriva 02-25 Gas Plant,,ROCKY MOUNTAIN HOUSE,Alberta,,52.29159,-115.15215,23259.7141,167.1786,4681.0008,4.9774,1319.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,29259.7259
G11858,2019,Torrington 08-28-032-26W4,,RED DEER,Alberta,,51.7708,-113.6221,12006.94,33.299629,932.389612,0.312184,82.72876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,13022.05837
G11859,2019,16-07-29-26-W4M Acme,,,Alberta,,51.47269,-113.64239,10648.677,35.106432,982.980096,0.329123,87.217595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,11718.87469
G11860,2019,NEVIS 12-07-041-22-W4,,MIRROR,Alberta,,52.5157,-113.1738,15083.56,42.647744,1194.136832,0.399823,105.953095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,16383.64993
G11873,2019,Twining Gas Battery and Comp Stn 12-10,,,Alberta,,51.6424,-113.3343,13901.212,60.0544,1681.5232,0.56301,149.19765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15731.93285
G11880,2019,West Yellowhead Regional Landfill,330 Fleming Drive,HINTON,Alberta,T7V0B1,53.35483,-117.6108,2980.16,862.7303,24156.4484,0.0037,0.9805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,27137.5889
G11881,2019,WDMLR Landfill,21184 SEC HWY 609 Highway,FERINTOSH,Alberta,,52.78534,-112.95504,5615.83,1615.9873,45247.6444,0.0322,8.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,50872.0074
G11888,2019,Cargill Limited - Camrose Oilseed Processing,46450 Range Road 200 Road,CAMROSE,Alberta,T4V2M9,52.97433,-112.76169,65216.69144,8.18466,229.17048,1.97333,522.93245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65968.79437
G11893,2019,Wapiti 13-05-067-08W6 BTY,,GREENVIEW,Alberta,,54.77609,-119.19216,16694.122,162.696,4555.488,0.383,101.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,21351.105
G11896,2019,Pioneer 2 Liquids Extraction Plant,,FORT MCMURRAY,Alberta,T9H3H5,57.3388,-111.7422,9052.245,47.894,1341.032,0.03,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10401.227
G11897,2019,BONAVISTA STRACHAN 05-34-037-08W5,,,Alberta,,52.22249,-115.06978,23009.3736,225.8826,6324.7128,2.6221,694.8565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,30028.9429
G11898,2019,The Black Velvet Distilling Company,2925 9th Avenue North,LETHBRIDGE,Alberta,T1H5E3,49.7137,-112.79537,20986.6868,0.3996,11.1888,0.3595,95.2675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,21093.1431
G11899,2019,07-25-77-12-W6M,1 1 Range Road 124 Road,POUCE COUPE,Alberta,V0C2C0,55.6986,-119.7151,7788.0549,100.274423,2807.683844,0.772792,204.78988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10800.52862
G11900,2019,07-29-78-11-W6M,1 1 Range Road 115 Road,GORDONDALE,Alberta,T0H1V0,55.7868,-119.66504,19499.0887,151.605429,4244.952012,1.299713,344.423945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,24088.46466
G11902,2019,Electric Utility - Generation - Remote Site,5270 Box Springs Road Northwest,REDCLIFF,Alberta,T1A8E6,50.09268,-110.7359,164401.68,46.272,1295.616,4.23,1120.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,166818.246
G11904,2019,Fir 01-32,505 Quarry Park Boulevard Southeast,CALGARY,Alberta,T2C 5N1,54.13952,-117.25451,8584.223,55.0229,1540.6412,1.5518,411.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,10536.0912
G11910,2019,Big Marble Farms,12118 Range Road 63,CYPRESS COUNTY,Alberta,T0J2P0,49.98351,-110.75965,13656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,13656.0
G11913,2019,BUNGE CANADA - WAINWRIGHT PLANT,1101 4th Avenue South,WAINWRIGHT,Alberta,T9W1S8,52.8292,-110.8592,7927.89,0.185,5.18,0.1371,36.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,7969.4015
