id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude,sub_type,location
ABGP0084179,Active,Peyto Cutbank 04-06-063-09 W6 Gp,GP,Cutbank,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,2005-01-01,54.41688,-119.35612,Gas Plant Sweet,04-06-063-09W6M
ABGP0084226,Active,Bigstone 11-9-61-22W5,GP,Bigstone,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.26182,-117.24197,Gas Plant Sweet,11-09-061-22W5M
ABGP0084455,Active,Cve Energy Bivouac 6-5-109-12W6,GP,Bivouac,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,2004-01-01,58.43203,-119.97334,Gas Plant Sweet,06-05-109-12W6M
ABGP0084636,Active,Phoenix 102/07-21-39-10W5,GP,Phoenix,Sansum Energy Inc.,57.0% - Sansum Energy Inc.; 43.0% - Coastal Energy,2005-01-01,52.3686,-115.378,Gas Plant Sweet,07-21-039-10W5M
ABGP0084773,Active,Duvernay 15-4-58-23W5M Gas Plant,GP,Ceceilia,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2005-01-01,53.98984,-117.35629,Gas Plant Sweet,15-04-058-23W5M
ABGP0084966,Suspended,Rider Pembina 07-02-048-09W5 Gas Pla,GP,Pembina,Barrel Oil Corp.,100.0% - Barrel Oil Corp.,2005-01-01,53.10987,-115.20366,Gas Plant Sweet,07-02-048-09W5M
ABGP0084973,Suspended,Fet Golden 7-7-87-14W5 Gas Plant,GP,Golden,Journey Energy Inc.,100.0% - Spoke Resources Ltd.,1971-01-01,56.52727,-116.21606,Gas Plant Sweet,07-07-087-14W5M
ABGP0085141,Active,Queenstown 1-2-18-22W4 Gas Plant,GP,Queenstown,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,2005-01-01,50.48543,-112.91514,Gas Plant Sweet,01-02-018-22W4M
ABGP0085152,Active,Ferrier West 7-18-40-9W5,GP,Ferrier West,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.44126,-115.28193,Gas Plant Sweet,07-18-040-09W5M
ABGP0085275,Active,Cessford 02-11-027-16W4,GP,Cessford,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,2003-01-01,51.2886,-112.15,Gas Plant Sweet,02-11-027-16W4M
ABGP0086281,Suspended,Nuvista Sibbald 5-6 Gp,GP,Sibbald,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,2011-01-01,51.36425,-110.28552,Gas Plant Sweet,05-06-028-02W4M
ABGP0086283,Abandoned,Acclaim Castor Gp 2-2,GP,Castor,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,2005-01-01,52.14361,-111.75402,Gas Plant Sweet,02-02-037-13W4M
ABGP0086359,Suspended,Argosy Claresholm Gas Plant,GP,Claresholm,Long Term Asset Management Inc.,100.0% - Long Term Asset Management Inc.,,49.98936,-113.43721,Gas Plant Sweet,16-11-012-26W4M
ABGP0086379,Active,Acl Granum Gas Plt 14-31-11-26 W4,GP,Granum,Long Term Asset Management Inc.,100.0% - Long Term Asset Management Inc.,2005-01-01,49.95967,-113.54339,Gas Plant Sweet,14-31-011-26W4M
ABGP0086427,Active,High Prairie Frac Plant,GP,High Prairie Fractionation Plant,Plains Midstream Canada Ulc,100.0% - Plains Midstream Canada Ulc,,55.4237,-116.41468,Gas Plant Fractionation,08-20-074-16W5M
ABGP0086640,Active,Big Eddy Gas Storage Plant,GP,Big Eddy Gas Storage Plant,Transcanada Energy Ltd.,100.0% - Transcanada Energy Ltd.,2007-01-01,53.67667,-116.78605,Gas Plant Sweet,07-19-054-19W5M
ABGP0086745,Active,Acl Ngl Stewart Plant 7-7-32-27,GP,Acl Ngl Stewart,Ember Resources Inc.,100.0% - Ember Resources Inc.,2005-01-01,51.72748,-113.8187,Gas Plant Sweet,07-07-032-27W4M
ABGP0086768,Abandoned,Kettle River 15-14-083-05W4,GP,Kettle River,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.1993,-110.674,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,15-14-083-05W4M
ABGP0086769,Abandoned,Cowpar 11-19-80-4W4,GP,Cowpar,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.94959,-110.62354,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,11-19-080-04W4M
ABGP0086771,Abandoned,Newby 10-2-85-6W4,GP,Newby,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.33962,-110.832,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,07-02-085-06W4M
ABGP0086803,Active,Husky Jarvie 08-35 Gas Plant,GP,Jarvie,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,2005-01-01,54.40613,-113.92931,Gas Plant Sweet,08-35-062-27W4M
ABGP0086883,Suspended,981405 Doris 11-17-63-6W5,GP,Doris Clearwater,Trident Exploration (Alberta) Corp.,100.0% - Trident Exploration (Alberta) Corp.,2006-01-01,54.45227,-114.87496,Gas Plant Sweet,11-17-063-06W5M
ABGP0087651,Active,Acl Ngl Lpt 8-28 Refridge Plant,GP,Acl Ngl Lpt Refridge Plant,Ember Resources Inc.,100.0% - Ember Resources Inc.,2005-01-01,51.77174,-113.62276,Gas Plant Sweet,08-28-032-26W4M
ABGP0087677,Active,Barrel Pem Blue Rapid 04-08-047-09W5,GP,Pembina Blue Rapids,Barrel Oil Corp.,88.2% - Barrel Oil Corp.; 11.8% - Baccalieu Energy Inc.,,53.03525,-115.28977,Gas Plant Sweet,04-08-047-09W5M
ABGP0087898,Active,Apache Cecilia 12-34 Plant,GP,Wild Hay,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,2005-01-01,53.88589,-117.19592,Gas Plant Sweet,12-34-056-22W5M
ABGP0088035,Abandoned,Direct Energy Atlee Buffalo,GP,Atlee Buffalo,Scollard Energy Ltd.,100.0% - Area 2 Energy Ltd.,,50.7077,-110.48537,Gas Plant Sweet,05-22-020-04W4M
ABGP0088160,Suspended,Altagas Princess,GP,Princess,Pivotal Energy Partners Inc.,100.0% - Pivotal Energy Partners Inc.,2006-01-01,50.70157,-111.55544,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,16-14-020-12W4M
ABGP0088446,Suspended,Leland Sweetening 14-23-58-26W5,GP,Leland Sweetening Plant,Canadian Natural Resources Limited,8.8% - Semcams Midstream Ulc; 39.0% - Talisman Corporation; 52.2% - Canadian Natural Resources Limited,,54.03393,-117.75675,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,14-23-058-26W5M
ABGP0088508,Abandoned,Clear Prairie,GP,Clear Prairie,Altagas Ltd.,100.0% - Altagas Ltd.,2006-01-01,56.84831,-119.84427,Gas Plant Sweet,07-33-090-12W6M
ABGP0088516,Active,Acl Ngl L.P. South 9-14-30-27 Plant,GP,Acl Ngl L.P. South,Ember Resources Inc.,100.0% - Ember Resources Inc.,2006-01-01,51.57102,-113.68991,Gas Plant Sweet,09-14-030-27W4M
ABGP0088615,Suspended,Iron Creek Gas Plant,GP,Iron Creek,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,1999-01-01,52.92976,-111.88885,Gas Plant Sweet,13-31-045-13W4M
ABGP0089018,Active,Peyto Wildhay 04-21-55-23 W5 Gp,GP,Wildhay,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,2006-01-01,53.76262,-117.36494,Gas Plant Sweet,04-21-055-23W5M
ABGP0089265,Active,Vermilion Pembina 16-26-047-08W5,GP,Violet Grove,Ricochet Oil Corp.,100.0% - Ricochet Oil Corp.,2006-01-01,53.08845,-115.05512,Gas Plant Sweet,16-26-047-08W5M
ABGP0089314,Suspended,Crooked Creek 2-30-71-26W5,GP,Crooked Creek,Canadian Natural Resources Limited,28.0% - Paramount Resources Ltd.; 72.0% - Canadian Natural Resources Limited,2005-01-01,55.17147,-117.98674,Gas Plant Sweet,02-30-071-26W5M
ABGP0089350,Active,Trilogy Deep Valley 01-15-063-25W5,GP,Deep Valley,Hwn Energy Ltd.,75.0% - Paramount Resources Ltd.; 25.0% - Cequence Energy Ltd.,2006-01-01,54.44584,-117.68771,Gas Plant Sweet,01-15-063-25W5M
ABGP0089584,Active,Sandhills Gas Plant,GP,Sandhills,N7 Energy Ltd.,100.0% - N7 Energy Ltd.,2006-01-01,54.38922,-114.76239,Gas Plant Sweet,07-25-062-06W5M
ABGP0089756,Active,Apache Ngl Lonepine West 2-29-31-28W,GP,Ngl Lonepine West,Ember Resources Inc.,100.0% - Ember Resources Inc.,2006-01-01,51.6799,-113.93317,Gas Plant Sweet,02-29-031-28W4M
ABGP0089914,Active,981405 Wedge Gas Plant,GP,Wedge Gas Plant,Tallahassee Exploration Inc.,100.0% - Tallahassee Exploration Inc.,2006-01-01,54.347,-114.89986,Gas Plant Sweet,05-07-062-06W5M
ABGP0089955,Active,981405 Thunder Gas Plant 9-6-61-5W5,GP,Thunder,N7 Energy Ltd.,100.0% - N7 Energy Ltd.,2006-01-01,54.24797,-114.73306,Gas Plant Sweet,09-06-061-05W5M
ABGP0090067,Suspended,Suffield-13-10-016-09 W4M,GP,Suff Refridge,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,,50.33694,-111.17144,Gas Plant Sweet,13-10-016-09W4M
ABGP0090090,Suspended,Husky Lubicon 7-1 Gas Plant,GP,Lubicon,Surge Energy Inc.,100.0% - Surge Energy Inc.,1984-01-01,56.51275,-115.60796,Gas Plant Sweet,07-01-087-11W5M
ABGP0090092,Abandoned,Clear Hills Gas Plant,GP,Clear Hills,Altagas Ltd.,100.0% - Altagas Ltd.,2006-01-01,56.62428,-119.91177,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,13-07-088-12W6M
ABGP0090355,New,Woking 16-9-75-4W6,GP,Woking,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.48904,-118.54617,Gas Plant Sweet,16-09-075-04W6M
ABGP0090715,Active,Puskwa 03-03-072-26W5,GP,Puskwa,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,2006-01-01,55.2,-117.91192,Gas Plant Sweet,03-03-072-26W5M
ABGP0090799,Active,Eaglesham Gp 01-25-76-01W6,GP,Eaglesham,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,2006-01-01,55.60932,-118.00207,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-25-076-01W6M
ABGP0090807,Abandoned,Prairie River Gas Plant,GP,Prairie River,Altagas Ltd.,100.0% - Altagas Ltd.,,55.24829,-116.63321,Gas Plant Sweet,06-24-072-18W5M
ABGP0090927,Active,Win Cowley 13-34-8-2W5 Plant,GP,Cowley,Tuktu Resources Ltd.,100.0% - Tuktu Resources Ltd.,2006-01-01,49.69655,-114.2004,Gas Plant Sweet,13-34-008-02W5M
ABGP0091427,Active,Peyto Nosehill 11-21-55-20 W5 Gas Pl,GP,Nosehill,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,2006-01-01,53.76845,-116.91633,Gas Plant Sweet,11-21-055-20W5M
ABGP0091983,Active,Bnp Whitecourt Gas Plant 16-30,GP,Bnp Whitecourt,Outlier Resources Ltd.,100.0% - Outlier Resources Ltd.,2006-01-01,54.22448,-115.93208,Gas Plant Sweet,16-30-060-13W5M
ABGP0092557,Suspended,Corbett 10-03-61-07W5M Gas Plant,GP,Corbett,Veren Inc.,100.0% - Veren Inc.,2005-01-01,54.24787,-114.9605,Gas Plant Sweet,10-03-061-07W5M
ABGP0092867,Abandoned,Eog Halkirk 16-28-38-15W4 Gas Plant,GP,Halkirk,Karve Energy Inc.,100.0% - Karve Energy Inc.,2004-01-01,52.30199,-112.08093,Gas Plant Sweet,16-28-038-15W4M
ABGP0093212,Suspended,Imp West Pembina Acid Gas Inj,GP,Imp West Pembina Acid Gas Inj,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,53.25506,-115.55334,Gas Plant Acid Gas Injection,06-28-049-11W5M
ABGP0093223,Active,Ferintosh 9-16-43-21W4,GP,Ferintosh,Shackleton Exploration Ltd.,50.0% - Shackleton Exploration Ltd.; 50.0% - Taqa North Ltd.,2006-01-01,52.7076,-112.98074,Gas Plant Sweet,09-16-043-21W4M
ABGP0093277,Active,Willesden Green Gas Plant,GP,Faraway,Obsidian Energy Ltd.,90.0% - Obsidian Energy Ltd.; 10.0% - Taqa North Ltd.,2007-01-01,52.5944,-114.879,Gas Plant Sweet,14-01-042-07W5M
ABGP0093647,Suspended,Gibraltar Cutpick 2-21-60-8W6 Gp,GP,Cutpick,Gibraltar Exploration Ltd.,100.0% - Veren Inc.,2007-01-01,54.19665,-119.13656,Gas Plant Sweet,02-21-060-08W6M
ABGP0094071,Suspended,Jupiter Gas Plant 4-36-58-24W5,GP,Berland West,Repsol Oil & Gas Canada Inc.,100.0% - Peyto Exploration & Development Corp.,2007-01-01,54.05268,-117.43994,Gas Plant Sweet,04-36-058-24W5M
ABGP0094290,Suspended,Choice 4-5-041-09W4 Gas Plant,GP,Choice,Sanling Energy Ltd.,100.0% - Sanling Energy Ltd.,,52.49305,-111.27308,Gas Plant Sweet,04-05-041-09W4M
ABGP0094322,Active,Bashaw 12-32-41-20W4 Gas Plant,GP,Bashaw,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,2007-01-01,52.5746,-112.855,Gas Plant Sweet,12-32-041-20W4M
ABGP0094379,Active,Jupiter Kakwa 01-35-060-05W6 Gp,GP,Kakwa,Tourmaline Oil Corp.,50.0% - Jupiter Resources Inc.; 50.0% - Tourmaline Oil Corp.,2006-01-01,54.22519,-118.62902,Gas Plant Sweet,01-35-060-05W6M
ABGP0094382,Active,7G Lator 01-21-63-02W6 Gas Plant,GP,Scp Lator# 1,Arc Resources Ltd.,100.0% - Arc Resources Ltd.,,54.45889,-118.23162,Gas Plant Sweet,01-21-063-02W6M
ABGP0094954,Active,Resthaven 8-11-60-3W6 Gp,GP,Resthaven Deep Cut Plant,Pembina Gas Infrastructure Inc.,15.0% - Conocophillips Canada Limited; 10.0% - Paramount Resources Ltd.; 5.0% - Canadian Natural Resources Limited; 70.0% - Pembina Gas Services Ltd.,2006-01-01,54.17119,-118.32915,Gas Plant Sweet,08-11-060-03W6M
ABGP0094957,Suspended,Encana Resthaven 7-11-60-3W6 Gp,GP,Resthaven,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2005-01-01,54.17123,-118.3345,Gas Plant Sweet,07-11-060-03W6M
ABGP0095425,Suspended,Angle Edson 10-28 Gas Plant,GP,Edson,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2007-01-01,53.60818,-116.29352,Gas Plant Sweet,10-28-053-16W5M
ABGP0095721,Active,Gem Gas Plant,GP,Gem,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.9791,-112.239,Gas Plant Sweet,16-24-023-17W4M
ABGP0095741,Active,Velvet Edson 12-15-53-15W5 Gas Plant,GP,Edson,Westbrick Energy Ltd.,100.0% - Westbrick Energy Ltd.,2009-01-01,53.5795,-116.138,Gas Plant Sweet,12-15-053-15W5M
ABGP0095750,Active,Bow Island 6-26-11-11W4,GP,Bow Island,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1996-01-01,49.93602,-111.40499,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-26-011-11W4M
ABGP0096078,Suspended,Altagas Acme,GP,Acme,Altagas Ltd.,100.0% - Ember Resources Inc.,,51.47297,-113.64036,Gas Plant Sweet,16-07-029-26W4M
ABGP0096335,Active,Duvernay Sundance Gas Plant 15-7,GP,Sundance,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2006-01-01,53.6538,-117.082,Gas Plant Sweet,15-07-054-21W5M
ABGP0096366,Suspended,Pine Creek 13-9-55-18W5 Gas Plant,GP,Pine Creek,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,53.74177,-116.62303,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-09-055-18W5M
ABGP0096897,Suspended,Marten Hills 1-26-73-1 W5 Gas Plant,GP,Marten Hills,Spoke Resources Ltd.,100.0% - Spoke Resources Ltd.,2008-01-01,55.34744,-114.02959,Gas Plant Sweet,01-26-073-01W5M
ABGP0096963,Suspended,Sunnynook 13-24-26-12W4,GP,Sunnynook,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.23947,-111.56216,Gas Plant Sweet,13-24-026-12W4M
ABGP0097389,Active,Trilogy Smoky River 06-16 Gpl,GP,Smoky River,Veren Inc.,100.0% - Veren Inc.,,54.53652,-117.11484,Gas Plant Sweet,06-16-064-21W5M
ABGP0097445,Active,Duvernay Oldman Gas Plant 10-24,GP,Oldman,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2006-01-01,53.8556,-116.98366,Gas Plant Sweet,10-24-056-21W5M
ABGP0097476,Active,Bonavista Chinchaga 08-25,GP,Chinchaga,Direct Oil & Gas Inc.,100.0% - Direct Oil & Gas Inc.,2008-01-01,57.35722,-119.46699,Gas Plant Sweet,08-25-096-10W6M
ABGP0097699,Suspended,Galloway 9-34-53-20W5 Gasplant,GP,Galloway,Peyto Exploration & Development Corp.,89.0% - Peyto Exploration & Development Corp.; 11.0% - Sinopec Canada Energy Ltd.,2007-01-01,53.62174,-116.85377,Gas Plant Sweet,09-34-053-20W5M
ABGP0098003,Abandoned,Husky 09-30 Abgp,GP,Callihoo,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,2003-01-01,53.69523,-113.96478,Gas Plant Sweet,09-30-054-27W4M
ABGP0098419,New,Golden Rod 6-22-41-26W4,GP,Golden Rod,Goldenrod Resources Inc.,100.0% - Goldenrod Resources Inc.,,52.5426,-113.665,Gas Plant Sweet,06-22-041-26W4M
ABGP0098480,Suspended,Keyera Willesden 5-14 Refridge Plant,GP,Willesden Green,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,52.35375,-114.62299,Gas Plant Sweet,05-14-039-05W5M
ABGP0098678,Suspended,Boundary Lake Central 10-19 Gp,GP,Boundry Hill,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,2008-01-01,56.47408,-119.7221,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-19-086-11W6M
ABGP0098890,Suspended,Vero Pine Creek 16-23-54-17W5 Gp,GP,Pine Creek,Westbrick Energy Ltd.,100.0% - Westbrick Energy Ltd.,,53.68323,-116.39022,Gas Plant Sweet,16-23-054-17W5M
ABGP0099099,Suspended,Endev Eyemore,GP,Eyemore,Houston Oil & Gas Ltd.,100.0% - Houston Oil & Gas Ltd.,1995-01-01,50.49987,-112.45493,Gas Plant Sweet,04-08-018-18W4M
ABGP0099238,Abandoned,Battle 1-24-45-8 W4,GP,Battle River,Cleo Energy Corp.,100.0% - Cleo Energy Corp.,,52.88733,-111.0207,Gas Plant Sweet,01-24-045-08W4M
ABGP0099610,Active,Bindloss North Gas Plant,GP,Bindloss North,Taqa North Ltd.,87.0% - Taqa North Ltd.; 2.1% - Obsidian Energy Ltd.; 7.7% - Sabre Energy Ltd.; 1.8% - Signalta Resources Limited; 1.3% - 868218 Alberta Ltd.,,50.90203,-110.4808,Gas Plant Sweet,11-27-022-04W4M
ABGP0099613,Active,Bindloss South Gas Plant,GP,Bindloss South,Taqa North Ltd.,87.0% - Taqa North Ltd.; 2.1% - Obsidian Energy Ltd.; 7.7% - Sabre Energy Ltd.; 1.3% - 868218 Alberta Ltd.; 1.8% - Signalta Resources Limited,1957-01-01,50.88731,-110.38618,Gas Plant Sweet,11-20-022-03W4M
ABGP0101007,Active,Bonavista Kipp 5-33 Gas Plant,GP,Kipp,Tamarack Valley Energy Ltd.,100.0% - Tamarack Valley Energy Ltd.,1997-01-01,49.69011,-112.93608,Gas Plant Sweet,05-33-008-22W4M
ABGP0102810,Suspended,Eca Wildon Gp 9-29-055-16W4,GP,Willingdon,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,2004-01-01,53.78254,-112.33503,Gas Plant Sweet,09-29-055-16W4M
ABGP0103480,Active,Mbog Sawn Lake 12-29-91-12W5 Gp,GP,Sawn Lake,Surge Energy Inc.,100.0% - Surge Energy Inc.,,56.92526,-115.90281,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,12-29-091-12W5M
ABGP0104350,Active,Pennwest Esther,GP,Esther,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,51.76393,-110.1452,Gas Plant Sweet,13-19-032-01W4M
ABGP0104557,Active,Sounding Lake 12-30 Gas Plant,GP,Sounding Lake,Surge Energy Inc.,100.0% - Surge Energy Inc.,2009-01-01,52.1232,-110.574,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,12-30-036-04W4M
ABGP0105487,Abandoned,Pennwest Sousa,GP,Sousa,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,58.68328,-118.66927,Gas Plant Sweet,11-31-111-04W6M
ABGP0105488,Suspended,Pennwest Haro,GP,Haro,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1978-01-01,58.07427,-118.76321,Gas Plant Sweet,11-33-104-05W6M
ABGP0105489,Abandoned,Pennwest Lennard,GP,Lennard,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,58.30457,-118.88768,Gas Plant Sweet,12-23-107-06W6M
ABGP0106663,Active,Pcs 03-22-078-12W6 Gp Abgp 0106663,GP,Pouce Coupe,Birchcliff Energy Ltd.,100.0% - Birchcliff Energy Ltd.,,55.7686,-119.775,Gas Plant Acid Gas Injection,03-22-078-12W6M
ABGP0106720,Active,Harmattan Fractionation,GP,Harmattan Fractionation,Altagas Ltd.,100.0% - Altagas Ltd.,,51.68925,-114.47925,Gas Plant Fractionation,09-27-031-04W5M
ABGP0106875,Active,981384 Wimborne 11-21-33-27W4 Gp,GP,Wimborne,Ember Resources Inc.,100.0% - Ember Resources Inc.,,51.84609,-113.77349,Gas Plant Sweet,11-21-033-27W4M
ABGP0107835,Active,Aav Glacier 05-02-076-12W6 Gp,GP,Glacier,Advantage Energy Ltd.,100.0% - Advantage Energy Ltd.,2009-01-01,55.55405,-119.7554,Gas Plant Acid Gas Injection,05-02-076-12W6M
ABGP0110241,Abandoned,Altagas Acadia West Gas Plant,GP,Acadia West,Altagas Ltd.,100.0% - Altagas Ltd.,,51.21324,-110.34114,Gas Plant Sweet,02-15-026-03W4M
ABGP0110251,Suspended,Celtic Utikuma Gp 13-15-81-09W5,GP,Utikuma,Whitecap Resources Inc.,100.0% - Blue Sky Resources Ltd.,,56.02571,-115.3266,Gas Plant Sweet,13-15-081-09W5M
ABGP0110804,Active,Blackpearl Mooney Gas Plant,GP,Mooney,Ipc Canada Ltd.,100.0% - Ipc Canada Ltd.,2005-01-01,55.2344,-115.069,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-18-072-07W5M
ABGP0110886,Suspended,Darwin 16-28-94-18 Gp,GP,Darwin,Baytex Energy Ltd.,26.6% - Baytex Energy Ltd.; 73.4% - Perpetual Energy Inc.,1997-01-01,57.19105,-116.82023,Gas Plant Sweet,16-28-094-18W5M
ABGP0111570,Active,Tourmaline Hinton 06-32 Gas Plant,GP,Hinton,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,,53.443,-117.655,Gas Plant Sweet,06-32-051-25W5M
ABGP0112787,Abandoned,Twin Butte Viking Gp 16-01-48-13W4,GP,Viking,West Lake Energy Corp.,100.0% - Caltex Trilogy Inc.,2003-01-01,53.1143,-111.765,Gas Plant Sweet,16-01-048-13W4M
ABGP0113730,Active,South Brintnell 13-01-81-23W4,GP,South Britnell,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.99588,-113.47423,Gas Plant Sweet,13-01-081-23W4M
ABGP0113988,Suspended,Hillsdown Lp Gas Gathering System,GP,Hillsdown,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.15626,-113.5242,Gas Plant Sweet,13-04-037-25W4M
ABGP0113989,Suspended,14-04 Scada Meter Ggs,GP,Scada Meter Ggs,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.15626,-113.5242,Gas Plant Sweet,13-04-037-25W4M
ABGP0114466,Suspended,Brantfarrow 14-05-019-24W4 Gas Plant,GP,Brantfarrow,Taqa North Ltd.,68.0% - Taqa North Ltd.; 32.0% - Coastal Resources Limited,1999-01-01,50.58371,-113.29502,Gas Plant Sweet,14-05-019-24W4M
ABGP0115041,New,Hamburg 4-30-94-12W6,GP,Hamburg 04-30,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,57.18018,-119.92726,Gas Plant Sweet,04-30-094-12W6M
ABGP0115356,Active,Banshee 15-12 Gas Plant,GP,Banshee,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2011-01-01,53.30744,-116.93589,Gas Plant Sweet,15-12-050-21W5M
ABGP0115599,Active,Cypress 4-29-14-10W4,GP,Cypress,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1994-01-01,50.19674,-111.34448,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,04-29-014-10W4M
ABGP0115771,Active,Marlboro 05-29 Gas Plant,GP,Marlboro,Tourmaline Oil Corp.,41.4% - Bonavista Energy Corporation; 18.6% - Sinopec Canada Energy Ltd.; 40.0% - Tidewater Resources Inc.,,53.7775,-116.79722,Gas Plant Sweet,05-29-055-19W5M
ABGP0116752,Suspended,Angle Rosevear 07-20-053-15W5 Plant,GP,Rosevear,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2011-01-01,53.59073,-116.17181,Gas Plant Sweet,07-20-053-15W5M
ABGP0117576,Suspended,Pouce Coupe,GP,Pouce Coupe,Altagas Ltd.,100.0% - Altagas Ltd.,,55.98618,-119.94748,Gas Plant Acid Gas Injection,03-03-081-13W6M
ABGP0117818,Active,Anderson Gp 00/01-09-051-24W5M,GP,Anderson,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,,53.3845,-117.468,Gas Plant Sweet,01-09-051-24W5M
ABGP0118855,Active,Pgs Kakwa River 08-13,GP,Kakwa River,Pembina Gas Infrastructure Inc.,100.0% - Pembina Gas Services Ltd.,2012-01-01,54.44821,-118.60607,Gas Plant Sweet,08-13-063-05W6M
ABGP0119271,Active,Musreau Gp 02/08-13-062-06W6M,GP,Musreau,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,2010-01-01,54.36188,-118.75599,Gas Plant Sweet,08-13-062-06W6M
ABGP0119546,Active,Wmar 10-02-077-05W5 Gas Plant,GP,Marten Creek,Tamarack Valley Energy Ltd.,100.0% - Tamarack Valley Energy Ltd.,1995-01-01,55.6437,-114.659,Gas Plant Sweet,10-02-077-05W5M
ABGP0119547,Suspended,Hoole,GP,Hoole,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,55.98225,-113.76648,Gas Plant Sweet,16-36-080-25W4M
ABGP0119690,Suspended,Hoole S 16-36-080-25W4 Gas Plant,GP,Hoole,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,55.98225,-113.76648,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,16-36-080-25W4M
ABGP0119722,Abandoned,12-25-062-04W5 Gas Plant,GP,Vega,Blue Sky Resources Ltd.,100.0% - Blue Sky Resources Ltd.,,54.39274,-114.4759,Gas Plant Sweet,12-25-062-04W5M
ABGP0119754,Active,Cross Alta Gas Plant,GP,Cross Alta,Transcanada Energy Ltd.,100.0% - Transcanada Energy Ltd.,1993-01-01,51.40012,-114.0313,Gas Plant Sweet,15-14-028-01W5M
